,C'=' 0.047,C'=' 0.564,C'=' 1.082,C'=' 1.599,C'=' 2.116,C'=' 2.633,C'=' 3.151,C'=' 3.668,C'=' 4.185,C'=' 4.703
artificial.1,0.0,0.032,0.052,0.063,0.074,0.087,0.098,0.109,0.116,0.125
artificial.2,0.0,0.043,0.058,0.07,0.08,0.083,0.089,0.098,0.104,0.117
artificial.3,0.0,0.007,0.016,0.021,0.031,0.035,0.041,0.046,0.05,0.054
artificial.4,0.0,0.057,0.124,0.151,0.175,0.197,0.216,0.226,0.244,0.257
artificial.5,0.0,0.391,0.486,0.531,0.581,0.61,0.639,0.663,0.68,0.701
artificial.6,0.0,0.619,0.749,0.796,0.838,0.864,0.884,0.909,0.919,0.933
artificial.7,0.0,0.004,0.022,0.029,0.032,0.036,0.037,0.045,0.052,0.065
artificial.8,0.0,0.136,0.185,0.219,0.24,0.258,0.275,0.292,0.31,0.326
artificial.9,0.0,0.578,0.639,0.66,0.687,0.71,0.725,0.742,0.753,0.762
artificial.10,0.0,0.173,0.214,0.239,0.257,0.273,0.292,0.303,0.315,0.325
artificial.11,0.0,0.135,0.181,0.204,0.23,0.244,0.264,0.284,0.301,0.32
artificial.12,0.0,0.04,0.058,0.074,0.086,0.1,0.111,0.12,0.126,0.136
artificial.13,0.0,0.006,0.039,0.06,0.073,0.086,0.097,0.104,0.119,0.13
artificial.14,0.0,0.191,0.22,0.243,0.261,0.281,0.293,0.313,0.32,0.332
artificial.15,0.0,0.006,0.009,0.016,0.022,0.034,0.039,0.043,0.048,0.053
artificial.16,0.0,0.053,0.094,0.144,0.171,0.199,0.226,0.253,0.272,0.292
artificial.17,0.0,0.251,0.322,0.369,0.405,0.432,0.455,0.474,0.494,0.517
artificial.18,0.0,0.541,0.574,0.593,0.604,0.622,0.639,0.648,0.656,0.67
artificial.19,0.0,0.389,0.472,0.514,0.535,0.564,0.596,0.615,0.633,0.655
artificial.20,0.0,0.309,0.425,0.472,0.498,0.526,0.551,0.566,0.597,0.62
artificial.21,0.0,0.422,0.501,0.532,0.552,0.583,0.603,0.618,0.627,0.638
artificial.22,0.0,0.695,0.8,0.848,0.87,0.895,0.909,0.924,0.928,0.932
artificial.23,0.0,0.051,0.1,0.134,0.158,0.193,0.217,0.227,0.248,0.258
artificial.24,0.0,0.016,0.027,0.033,0.039,0.047,0.052,0.06,0.065,0.067
artificial.25,0.0,0.015,0.03,0.041,0.051,0.059,0.069,0.082,0.088,0.096
artificial.26,0.0,0.1,0.162,0.201,0.234,0.251,0.266,0.289,0.308,0.325
artificial.27,0.0,0.159,0.21,0.227,0.243,0.257,0.27,0.276,0.288,0.294
artificial.28,0.0,0.018,0.056,0.082,0.106,0.119,0.143,0.163,0.181,0.188
artificial.29,0.0,0.171,0.209,0.228,0.239,0.25,0.265,0.272,0.28,0.288
artificial.30,0.0,0.287,0.431,0.485,0.522,0.552,0.572,0.593,0.606,0.617
artificial.31,0.0,0.015,0.039,0.059,0.07,0.086,0.11,0.122,0.138,0.161
artificial.32,0.0,0.013,0.043,0.07,0.089,0.101,0.114,0.126,0.134,0.152
artificial.33,0.0,0.173,0.267,0.304,0.331,0.353,0.371,0.387,0.408,0.419
artificial.34,0.0,0.018,0.036,0.043,0.054,0.066,0.081,0.095,0.101,0.109
artificial.35,0.0,0.168,0.216,0.252,0.275,0.291,0.327,0.353,0.362,0.372
artificial.36,0.0,0.745,0.831,0.889,0.919,0.937,0.949,0.958,0.967,0.972
artificial.37,0.0,0.108,0.156,0.188,0.209,0.226,0.243,0.259,0.274,0.289
artificial.38,0.0,0.043,0.059,0.071,0.083,0.091,0.1,0.112,0.119,0.125
artificial.39,0.0,0.009,0.012,0.018,0.022,0.024,0.028,0.033,0.039,0.045
artificial.40,0.0,0.007,0.018,0.025,0.036,0.044,0.06,0.069,0.076,0.091
artificial.41,0.0,0.144,0.146,0.148,0.155,0.161,0.162,0.169,0.175,0.179
artificial.42,0.0,0.06,0.129,0.168,0.199,0.226,0.261,0.289,0.318,0.339
artificial.43,0.0,0.385,0.526,0.604,0.65,0.695,0.722,0.743,0.767,0.788
artificial.44,0.0,0.096,0.174,0.227,0.26,0.286,0.315,0.333,0.351,0.371
artificial.45,0.0,0.005,0.013,0.027,0.034,0.039,0.044,0.054,0.059,0.069
artificial.46,0.0,0.071,0.143,0.192,0.221,0.25,0.275,0.295,0.313,0.33
artificial.47,0.0,0.3,0.439,0.502,0.551,0.581,0.607,0.627,0.649,0.668
artificial.48,0.0,0.336,0.431,0.478,0.496,0.512,0.525,0.539,0.547,0.554
