,ROC AUC,Average Precision,N features,CVS
STABL,"0.510 [0.240, 0.776]","0.516 [0.293, 0.819]","2.000 [2.000, 4.000]","0.333 [0.000, 0.600]"
SS 03,"0.380 [0.095, 0.667] (p=0.147)","0.525 [0.275, 0.823] (p=0.47)","14.000 [13.000, 15.250] (p=7.982e-08)","0.594 [0.500, 0.684] (p=2.943e-15)"
SS 05,"0.290 [0.061, 0.531] (p=0.042)","0.400 [0.232, 0.678] (p=0.054)","5.000 [5.000, 7.000] (p=5.152e-05)","0.500 [0.429, 0.667] (p=9.911e-09)"
SS 08,"0.360 [0.227, 0.500] (p=0.177)","0.476 [0.250, 0.700] (p=0.336)","0.000 [0.000, 0.000] (p=6.417e-06)","0.000 [0.000, 0.000] (p=3.295e-38)"
Lasso,"0.320 [0.099, 0.583] (p=0.08)","0.467 [0.256, 0.757] (p=0.366)","3.000 [0.750, 4.000] (p=8.361e-01)","0.143 [0.000, 0.333] (p=1.716e-04)"
Lasso 1SE,"0.340 [0.101, 0.586] (p=0.122)","0.473 [0.285, 0.762] (p=0.372)","2.000 [0.750, 3.000] (p=6.556e-01)","0.134 [0.000, 0.421] (p=9.073e-04)"
ElasticNet,"0.360 [0.125, 0.647] (p=0.135)","0.451 [0.257, 0.768] (p=0.309)","4.500 [3.000, 6.500] (p=4.292e-02)","0.375 [0.000, 0.600] (p=9.003e-01)"
