,ROC AUC,Average Precision,N features,CVS
STABL,"0.730 [0.455, 0.948]","0.815 [0.585, 0.966]","11.000 [9.000, 12.000]","0.615 [0.538, 0.667]"
SS 03,"0.860 [0.637, 1.000] (p=0.151)","0.917 [0.772, 1.000] (p=0.19)","14.500 [14.000, 16.000] (p=1.730e-06)","0.733 [0.556, 0.812] (p=5.112e-09)"
SS 05,"0.850 [0.620, 1.000] (p=0.21)","0.904 [0.729, 1.000] (p=0.233)","12.000 [11.000, 13.000] (p=1.383e-01)","0.714 [0.544, 0.786] (p=1.769e-06)"
SS 08,"0.480 [0.177, 0.766] (p=0.03)","0.623 [0.383, 0.875] (p=0.01)","5.000 [4.750, 5.000] (p=4.610e-08)","0.536 [0.429, 0.667] (p=6.165e-04)"
Lasso,"0.850 [0.646, 1.000] (p=0.183)","0.884 [0.684, 1.000] (p=0.286)","16.500 [15.000, 18.250] (p=3.678e-06)","0.632 [0.505, 0.722] (p=3.837e-01)"
Lasso 1SE,"0.860 [0.657, 1.000] (p=0.142)","0.866 [0.657, 1.000] (p=0.328)","16.500 [14.750, 17.000] (p=3.492e-06)","0.667 [0.520, 0.750] (p=3.261e-02)"
ElasticNet,"0.910 [0.757, 1.000] (p=0.096)","0.937 [0.815, 1.000] (p=0.188)","72.000 [57.000, 105.500] (p=6.313e-08)","0.575 [0.464, 0.689] (p=8.654e-03)"
