,Fold selected features,Fold nb of features
Fold 0,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4posCD8pos_154Sm_pSTAT3_IL', 'CD4Temra_154Sm_pSTAT3_IL', 'CD8TnaiveCD45RAposCD62Lpos_Frequency_Unstim', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'granulocytes_151Eu_pp38_TNFa']",8
Fold 1,"['Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4TCD45pos_Frequency_Unstim', 'CD56brightCD16negNK_150Nd_pSTAT5_IL', 'CD7negCD14neg_Frequency_Unstim', 'CD8Tcells_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'granulocytes_151Eu_pp38_TNFa']",8
Fold 2,"['Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4Tem_Frequency_Unstim', 'CXCR4pos_neutrophils_151Eu_pp38_TNFa', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'mDC_154Sm_pSTAT3_IL', 'mDC_166Er_pNFkB_LPS', 'MDSC_Frequency_Unstim', 'Tregmem_150Nd_pSTAT5_IL']",9
Fold 3,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD56dimCD16posNK_150Nd_pSTAT5_IL', 'CD56dimCD16posNK_Frequency_Unstim', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'DC_154Sm_pSTAT3_IL', 'granulocytes_151Eu_pp38_TNFa', 'mDC_166Er_pNFkB_LPS', 'MDSC_Frequency_Unstim', 'pDC_167Er_pERK12_LPS']",12
Fold 4,"['Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4Tem_Frequency_Unstim', 'CD4Temra_154Sm_pSTAT3_IL', 'CD56dimCD16posNK_Frequency_Unstim', 'CD8Tcm_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'granulocytes_151Eu_pp38_LPS', 'granulocytes_151Eu_pp38_TNFa', 'intMC_Frequency_Unstim', 'Tregnaive_154Sm_pSTAT3_IL']",12
Fold 5,"['Baso_149Sm_pCREB_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD7negCD14neg_Frequency_Unstim', 'CXCR4pos_neutrophils_151Eu_pp38_LPS', 'CXCR4pos_neutrophils_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'mDC_155Gd_pS6_LPS', 'MDSC_Frequency_Unstim', 'NKT_Frequency_Unstim', 'pDC_167Er_pERK12_LPS', 'Th17_Frequency_Unstim']",11
Fold 6,"['Baso_151Eu_pp38_LPS', 'CD56dimCD16posNK_Frequency_Unstim', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'granulocytes_151Eu_pp38_TNFa', 'mDC_166Er_pNFkB_LPS', 'MDSC_Frequency_Unstim', 'pDC_159Tb_pMAPKAPK2_LPS']",8
Fold 7,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4negCD8neg_Frequency_Unstim', 'CD4Tem_Frequency_Unstim', 'CD4Temra_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'DC_154Sm_pSTAT3_IL', 'MDSC_Frequency_Unstim']",10
Fold 8,"['Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4Tem_Frequency_Unstim', 'CD8Tcm_154Sm_pSTAT3_IL', 'CD8TnaiveCD45RAposCD62Lpos_Frequency_Unstim', 'DC_155Gd_pS6_IL', 'granulocytes_151Eu_pp38_TNFa', 'mDC_154Sm_pSTAT3_IL', 'MDSC_Frequency_Unstim']",9
Fold 9,"['Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4Temra_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_151Eu_pp38_TNFa', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'granulocytes_151Eu_pp38_LPS']",7
