,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.600 [0.363, 0.833]","0.625 [0.375, 0.867]","0.000 [0.000, 3.000]","0.000 [0.000, 0.000]",3.760e-01
SS 03,"0.210 [0.022, 0.465] (p=0.0)","0.378 [0.222, 0.661] (p=0.0)","3.000 [3.000, 3.000] (p=1.213e-48)","1.000 [1.000, 1.000] (p=0.000e+00)",3.121e-02
SS 05,"0.210 [0.036, 0.452] (p=0.0)","0.378 [0.211, 0.652] (p=0.0)","3.000 [3.000, 3.000] (p=1.213e-48)","1.000 [1.000, 1.000] (p=0.000e+00)",3.121e-02
SS 08,"0.210 [0.024, 0.424] (p=0.0)","0.378 [0.224, 0.634] (p=0.0)","3.000 [3.000, 3.000] (p=1.213e-48)","1.000 [1.000, 1.000] (p=0.000e+00)",3.121e-02
Lasso,"0.450 [0.333, 0.500] (p=0.144)","0.476 [0.269, 0.685] (p=0.029)","0.000 [0.000, 0.000] (p=3.675e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",3.681e-01
Lasso 1SE,"0.450 [0.350, 0.500] (p=0.154)","0.476 [0.269, 0.700] (p=0.03)","0.000 [0.000, 0.000] (p=3.675e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",3.681e-01
ElasticNet,"0.260 [0.061, 0.500] (p=0.06)","0.463 [0.243, 0.720] (p=0.075)","0.000 [0.000, 0.000] (p=1.414e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",7.566e-02
