,Max Proba
artificial.36,0.967
artificial.34,0.956
artificial.9,0.921
artificial.41,0.837
artificial.26,0.761
artificial.12,0.727
artificial.16,0.723
artificial.19,0.703
artificial.39,0.655
artificial.22,0.649
artificial.31,0.638
artificial.24,0.62
artificial.43,0.575
artificial.11,0.548
artificial.38,0.531
artificial.27,0.502
artificial.14,0.491
artificial.33,0.488
artificial.42,0.449
artificial.25,0.427
artificial.17,0.42
artificial.35,0.408
artificial.8,0.396
artificial.15,0.388
artificial.3,0.382
artificial.6,0.357
artificial.7,0.34
artificial.18,0.3
artificial.2,0.297
artificial.28,0.286
artificial.40,0.282
artificial.29,0.277
artificial.1,0.255
artificial.32,0.243
artificial.4,0.228
artificial.30,0.223
artificial.21,0.197
artificial.23,0.145
artificial.5,0.133
artificial.10,0.116
artificial.37,0.116
artificial.13,0.109
artificial.20,0.1
