,ROC AUC,Average Precision,N features,CVS
STABL,"0.560 [0.260, 0.838]","0.654 [0.348, 0.906]","6.000 [3.000, 8.000]","0.375 [0.276, 0.500]"
SS 03,"0.870 [0.656, 1.000] (p=0.05)","0.922 [0.763, 1.000] (p=0.061)","15.000 [14.000, 16.000] (p=6.215e-08)","0.706 [0.611, 0.800] (p=7.571e-46)"
SS 05,"0.850 [0.600, 1.000] (p=0.053)","0.904 [0.759, 1.000] (p=0.065)","12.000 [10.750, 13.000] (p=9.841e-07)","0.667 [0.538, 0.786] (p=5.109e-39)"
SS 08,"0.550 [0.253, 0.824] (p=0.493)","0.684 [0.433, 0.893] (p=0.451)","5.000 [4.000, 5.000] (p=2.597e-01)","0.571 [0.429, 0.667] (p=2.280e-17)"
Lasso,"0.880 [0.677, 1.000] (p=0.018)","0.898 [0.714, 1.000] (p=0.058)","17.500 [16.000, 18.250] (p=5.761e-07)","0.682 [0.528, 0.762] (p=6.890e-28)"
Lasso 1SE,"0.850 [0.637, 1.000] (p=0.031)","0.876 [0.652, 1.000] (p=0.078)","17.500 [16.750, 19.000] (p=9.616e-07)","0.650 [0.520, 0.727] (p=2.376e-24)"
ElasticNet,"0.910 [0.762, 1.000] (p=0.017)","0.937 [0.812, 1.000] (p=0.044)","72.000 [57.000, 105.500] (p=6.449e-08)","0.575 [0.464, 0.689] (p=2.246e-24)"
