,Spearman corr,pvalue
S6,0.520265981714472,0.018692511424373982
Frequency,-0.4855815829335072,0.02997228625973506
ERK,-0.41621278537157763,0.06794714904706994
p38,-0.29526172657404687,0.20628958910986694
STAT5,-0.260132990857236,0.268013467258769
STAT3,0.260132990857236,0.268013467258769
MAPKAPK2,-0.2427907914667536,0.3023454554274212
CREB,-0.22544859207627121,0.3392245168854384
NFkB,-0.1387375951238592,0.5596674186533706
STAT6,-0.1387375951238592,0.5596674186533706
IkB,-0.052026598171447204,0.827557337051562
STAT1,,
