,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.767]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.820 [0.571, 1.000] (p=0.022)","0.894 [0.722, 1.000] (p=0.001)","14.000 [12.000, 14.250] (p=2.488e-07)","0.688 [0.557, 0.786] (p=1.230e-72)"
SS 05,"0.820 [0.583, 1.000] (p=0.032)","0.894 [0.719, 1.000] (p=0.001)","13.500 [12.000, 14.250] (p=2.532e-07)","0.706 [0.562, 0.786] (p=1.226e-72)"
SS 08,"0.840 [0.604, 1.000] (p=0.016)","0.902 [0.735, 1.000] (p=0.002)","13.000 [12.000, 14.000] (p=2.591e-07)","0.714 [0.562, 0.786] (p=1.227e-72)"
Lasso,"0.860 [0.646, 1.000] (p=0.021)","0.902 [0.708, 1.000] (p=0.0)","17.000 [15.000, 18.250] (p=2.694e-07)","0.632 [0.522, 0.714] (p=1.260e-72)"
Lasso 1SE,"0.860 [0.660, 0.990] (p=0.016)","0.884 [0.659, 1.000] (p=0.001)","17.000 [15.000, 18.250] (p=2.690e-07)","0.652 [0.522, 0.734] (p=1.254e-72)"
ElasticNet,"0.910 [0.736, 1.000] (p=0.002)","0.937 [0.810, 1.000] (p=0.0)","72.000 [57.750, 105.750] (p=1.328e-08)","0.575 [0.464, 0.693] (p=1.278e-72)"
