,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.530 [0.263, 0.786]","0.586 [0.319, 0.871]","2.500 [0.750, 7.000]","0.143 [0.000, 0.500]",8.490e-01
SS 03,"0.520 [0.270, 0.791] (p=0.497)","0.535 [0.312, 0.890] (p=0.322)","7.000 [7.000, 7.000] (p=1.123e-37)","1.000 [1.000, 1.000] (p=0.000e+00)",9.097e-01
SS 05,"0.550 [0.293, 0.833] (p=0.431)","0.516 [0.308, 0.842] (p=0.286)","6.000 [6.000, 6.000] (p=3.638e-07)","1.000 [0.857, 1.000] (p=0.000e+00)",7.337e-01
SS 08,"0.560 [0.292, 0.818] (p=0.424)","0.549 [0.330, 0.897] (p=0.414)","2.000 [2.000, 2.000] (p=1.122e-02)","1.000 [0.500, 1.000] (p=0.000e+00)",6.776e-01
Lasso,"0.560 [0.253, 0.844] (p=0.414)","0.537 [0.316, 0.860] (p=0.337)","6.000 [4.000, 7.000] (p=1.446e-07)","0.714 [0.571, 0.857] (p=0.000e+00)",6.776e-01
Lasso 1SE,"0.550 [0.291, 0.808] (p=0.439)","0.530 [0.322, 0.865] (p=0.336)","6.000 [4.000, 7.000] (p=2.978e-07)","0.714 [0.571, 0.857] (p=0.000e+00)",7.337e-01
ElasticNet,"0.540 [0.262, 0.833] (p=0.472)","0.525 [0.321, 0.870] (p=0.33)","7.000 [6.000, 7.000] (p=1.581e-16)","0.857 [0.714, 1.000] (p=0.000e+00)",7.913e-01
