,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.191,0.231,0.253,0.275,0.286,0.293,0.303,0.31,0.32
artificial.2,0.0,0.317,0.367,0.4,0.423,0.442,0.448,0.452,0.464,0.467
artificial.3,0.0,0.081,0.111,0.133,0.144,0.155,0.163,0.168,0.176,0.182
artificial.4,0.0,0.109,0.154,0.184,0.199,0.216,0.223,0.233,0.242,0.252
artificial.5,0.0,0.128,0.16,0.183,0.201,0.209,0.216,0.222,0.225,0.231
artificial.6,0.0,0.034,0.045,0.058,0.074,0.077,0.082,0.087,0.091,0.098
artificial.7,0.0,0.137,0.173,0.191,0.201,0.207,0.211,0.219,0.224,0.23
artificial.8,0.0,0.168,0.231,0.255,0.27,0.288,0.304,0.316,0.329,0.334
artificial.9,0.0,0.055,0.077,0.091,0.107,0.113,0.121,0.127,0.131,0.135
artificial.10,0.0,0.2,0.263,0.298,0.32,0.34,0.352,0.363,0.368,0.38
artificial.11,0.0,0.395,0.448,0.485,0.499,0.515,0.523,0.531,0.541,0.548
artificial.12,0.0,0.069,0.105,0.128,0.142,0.156,0.169,0.178,0.184,0.188
artificial.13,0.0,0.198,0.258,0.279,0.296,0.307,0.313,0.321,0.327,0.338
artificial.14,0.0,0.162,0.223,0.248,0.269,0.288,0.3,0.31,0.316,0.326
artificial.15,0.0,0.053,0.078,0.104,0.113,0.124,0.131,0.141,0.148,0.152
artificial.16,0.0,0.132,0.182,0.201,0.226,0.239,0.253,0.267,0.282,0.289
artificial.17,0.0,0.293,0.339,0.366,0.382,0.393,0.403,0.415,0.421,0.429
artificial.18,0.0,0.177,0.215,0.236,0.252,0.264,0.278,0.285,0.291,0.297
artificial.19,0.0,0.079,0.124,0.147,0.164,0.174,0.184,0.194,0.206,0.214
artificial.20,0.0,0.062,0.084,0.097,0.11,0.118,0.125,0.131,0.135,0.139
artificial.21,0.0,0.273,0.326,0.345,0.358,0.363,0.368,0.372,0.378,0.381
artificial.22,0.0,0.061,0.095,0.109,0.12,0.132,0.146,0.153,0.156,0.166
artificial.23,0.0,0.208,0.27,0.297,0.315,0.335,0.348,0.353,0.361,0.375
artificial.24,0.0,0.187,0.245,0.266,0.286,0.301,0.311,0.32,0.324,0.328
artificial.25,0.0,0.102,0.136,0.159,0.166,0.174,0.179,0.183,0.193,0.199
artificial.26,0.0,0.07,0.098,0.118,0.131,0.14,0.147,0.157,0.159,0.162
artificial.27,0.0,0.226,0.325,0.354,0.372,0.39,0.407,0.421,0.433,0.438
artificial.28,0.0,0.094,0.145,0.173,0.183,0.194,0.202,0.211,0.215,0.217
artificial.29,0.0,0.253,0.307,0.33,0.35,0.361,0.373,0.384,0.389,0.398
artificial.30,0.0,0.391,0.456,0.482,0.5,0.511,0.526,0.538,0.547,0.556
artificial.31,0.0,0.222,0.274,0.302,0.317,0.329,0.334,0.341,0.349,0.353
artificial.32,0.0,0.057,0.107,0.131,0.148,0.155,0.166,0.171,0.177,0.182
artificial.33,0.0,0.253,0.301,0.323,0.349,0.359,0.368,0.375,0.382,0.388
artificial.34,0.0,0.164,0.223,0.243,0.262,0.273,0.292,0.3,0.309,0.315
artificial.35,0.0,0.09,0.121,0.144,0.152,0.16,0.167,0.176,0.183,0.19
artificial.36,0.0,0.178,0.214,0.238,0.249,0.261,0.268,0.274,0.282,0.285
artificial.37,0.0,0.128,0.179,0.212,0.232,0.244,0.252,0.261,0.272,0.28
artificial.38,0.001,0.112,0.162,0.184,0.197,0.208,0.213,0.223,0.231,0.242
artificial.39,0.0,0.348,0.411,0.434,0.456,0.469,0.474,0.482,0.489,0.492
