,Fold selected features,Fold nb of features
Fold 0,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD56dimCD16pNKcells_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",10
Fold 1,"['CD41hiCD61hiPLT_p38', 'CD4Tcm_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'gdTcells_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",7
Fold 2,"['Bcells_Frequency', 'CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD56dimCD16pNKcells_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tcm_Frequency', 'CD8Tem_Frequency', 'CD8Trm_Frequency', 'gdTcells_Frequency', 'mDC_Frequency', 'MDSC_Frequency', 'Th1mem_STAT3', 'Th1naive_CREB', 'Th1naive_p38', 'Th1naive_MAPKAPK2', 'Tregmem_Frequency']",18
Fold 3,"['CD41hiCD61hiPLT_S6', 'CD4Tcm_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'mDC_Frequency', 'Th1naive_CREB']",6
Fold 4,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_Frequency', 'gdTcells_Frequency', 'Tregmem_Frequency']",5
Fold 5,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_Frequency', 'CD8Tem_Frequency', 'gdTcells_Frequency', 'intMC_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Th1naive_S6', 'Tregmem_Frequency']",10
Fold 6,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD62LpImmatureNeutrophils_Frequency', 'gdTcells_Frequency', 'Th1naive_IkB', 'Tregmem_Frequency']",6
Fold 7,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'CD4Tcm_Frequency', 'CD4Tem_Frequency', 'CD4Tnaive_Frequency', 'CD62LpImmatureNeutrophils_Frequency', 'CD8Tem_Frequency', 'CD8Tnaive_Frequency', 'gdTcells_Frequency', 'intMC_CREB', 'intMC_Frequency', 'mDC_Frequency', 'Th1naive_CREB', 'Th1naive_S6', 'Th1naive_IkB', 'Tregmem_Frequency']",16
Fold 8,"['CD41hiCD61hiPLT_p38', 'CD41hiCD61hiPLT_S6', 'gdTcells_Frequency', 'mDC_Frequency']",4
Fold 9,"['CD41hiCD61hiPLT_p38', 'CD62LpImmatureNeutrophils_Frequency', 'Th1naive_IkB']",3
