,ROC AUC,Average Precision,N features,CVS
STABL,"0.420 [0.175, 0.698]","0.496 [0.284, 0.813]","4.000 [3.000, 6.750]","0.400 [0.250, 0.500]"
SS 03,"0.880 [0.677, 1.000] (p=0.0)","0.928 [0.789, 1.000] (p=0.005)","13.000 [12.000, 14.000] (p=8.701e-06)","0.742 [0.647, 0.812] (p=2.932e-41)"
SS 05,"0.600 [0.319, 0.840] (p=0.058)","0.678 [0.381, 0.907] (p=0.098)","6.000 [5.000, 7.000] (p=3.380e-02)","0.571 [0.500, 0.667] (p=7.834e-20)"
SS 08,"0.270 [0.100, 0.482] (p=0.138)","0.418 [0.225, 0.678] (p=0.141)","0.000 [0.000, 1.000] (p=6.768e-08)","0.000 [0.000, 0.000] (p=3.177e-47)"
Lasso,"0.850 [0.646, 1.000] (p=0.002)","0.872 [0.645, 1.000] (p=0.01)","17.500 [15.000, 20.000] (p=1.547e-06)","0.632 [0.520, 0.722] (p=1.616e-19)"
Lasso 1SE,"0.850 [0.626, 1.000] (p=0.001)","0.885 [0.698, 0.995] (p=0.004)","17.000 [15.000, 18.000] (p=3.263e-06)","0.650 [0.543, 0.706] (p=1.217e-20)"
ElasticNet,"0.910 [0.736, 1.000] (p=0.002)","0.937 [0.786, 1.000] (p=0.002)","72.000 [57.750, 105.500] (p=6.504e-08)","0.576 [0.466, 0.695] (p=1.640e-18)"
