,Max Proba
artificial.34,0.687
artificial.36,0.683
artificial.41,0.585
artificial.9,0.578
artificial.16,0.524
artificial.26,0.496
artificial.19,0.482
artificial.12,0.477
artificial.24,0.463
artificial.27,0.418
artificial.31,0.413
artificial.39,0.409
artificial.22,0.406
artificial.40,0.384
artificial.43,0.377
artificial.11,0.369
artificial.33,0.365
artificial.42,0.333
artificial.14,0.332
artificial.2,0.313
artificial.28,0.31
artificial.35,0.297
artificial.7,0.291
artificial.32,0.287
artificial.15,0.285
artificial.3,0.282
artificial.18,0.274
artificial.25,0.266
artificial.6,0.258
artificial.1,0.257
artificial.17,0.249
artificial.4,0.249
artificial.8,0.242
artificial.38,0.24
artificial.29,0.228
artificial.30,0.227
artificial.37,0.214
artificial.21,0.19
artificial.23,0.179
artificial.5,0.179
artificial.20,0.177
artificial.10,0.166
artificial.13,0.164
