,ROC AUC,Average Precision,N features,CVS
STABL,"0.710 [0.427, 0.922]","0.721 [0.443, 0.946]","11.000 [6.000, 19.500]","0.333 [0.000, 0.474]"
SS 03,"0.860 [0.609, 1.000] (p=0.024)","0.917 [0.755, 1.000] (p=0.011)","15.000 [14.000, 16.000] (p=1.057e-01)","0.728 [0.579, 0.800] (p=3.971e-46)"
SS 05,"0.850 [0.635, 1.000] (p=0.036)","0.904 [0.738, 1.000] (p=0.019)","12.000 [11.000, 13.000] (p=5.953e-01)","0.667 [0.544, 0.786] (p=1.677e-44)"
SS 08,"0.480 [0.187, 0.773] (p=0.071)","0.623 [0.343, 0.868] (p=0.259)","5.000 [4.750, 5.000] (p=6.282e-03)","0.571 [0.429, 0.667] (p=1.796e-27)"
Lasso,"0.820 [0.596, 0.984] (p=0.139)","0.870 [0.655, 0.993] (p=0.157)","18.000 [17.000, 19.000] (p=7.484e-02)","0.636 [0.505, 0.714] (p=9.487e-33)"
Lasso 1SE,"0.900 [0.737, 1.000] (p=0.05)","0.895 [0.698, 1.000] (p=0.121)","18.000 [16.000, 19.000] (p=4.897e-02)","0.638 [0.520, 0.700] (p=3.854e-33)"
ElasticNet,"0.910 [0.736, 1.000] (p=0.041)","0.937 [0.802, 1.000] (p=0.063)","72.000 [57.000, 105.500] (p=6.532e-08)","0.577 [0.465, 0.689] (p=5.858e-29)"
