,Max Proba
artificial.30,0.556
artificial.11,0.548
artificial.39,0.492
artificial.2,0.467
artificial.27,0.438
artificial.17,0.429
artificial.29,0.398
artificial.33,0.388
artificial.21,0.381
artificial.10,0.38
artificial.23,0.375
artificial.31,0.353
artificial.13,0.338
artificial.8,0.334
artificial.24,0.328
artificial.14,0.326
artificial.1,0.32
artificial.34,0.315
artificial.18,0.297
artificial.16,0.289
artificial.36,0.285
artificial.37,0.28
artificial.4,0.252
artificial.38,0.242
artificial.5,0.231
artificial.7,0.23
artificial.28,0.217
artificial.19,0.214
artificial.25,0.199
artificial.35,0.19
artificial.12,0.188
artificial.32,0.182
artificial.3,0.182
artificial.22,0.166
artificial.26,0.162
artificial.15,0.152
artificial.20,0.139
artificial.9,0.135
artificial.6,0.098
