,Max Proba
CD62LnAgedNeutrophils_S6,0.784
CD4Tnaive_Frequency,0.745
CCR2pcMC_Frequency,0.685
CD62LpImmatureNeutrophils_S6,0.584
Bcells_Frequency,0.51
CCR2nncMC_Frequency,0.507
CD8Tnaive_Frequency,0.455
gdTcells_Frequency,0.448
CD62LpImmatureNeutrophils_Frequency,0.425
CD62LnAgedNeutrophils_p38,0.412
mDC_Frequency,0.409
CD4Trm_Frequency,0.381
intMC_Frequency,0.379
CD8Tcm_STAT3,0.317
CD4Tcm_Frequency,0.295
Tregmem_Frequency,0.283
mDC_STAT3,0.268
MDSC_STAT3,0.262
intMC_STAT3,0.257
Th1naive_STAT3,0.229
CCR2pcMC_STAT3,0.226
pDC_STAT3,0.209
CD56dimCD16pNKcells_Frequency,0.205
Th1naive_IkB,0.193
CD8Tcm_Frequency,0.18
MDSC_Frequency,0.171
CD8Trm_Frequency,0.169
CD8Tem_Frequency,0.165
NKT_Frequency,0.155
CD4Trm_STAT3,0.135
CD4Tnaive_STAT3,0.133
CD4Tem_Frequency,0.131
Th1mem_STAT3,0.091
CD62LpImmatureNeutrophils_STAT3,0.088
CD8Tnaive_STAT3,0.076
CD4Tcm_STAT3,0.062
Tregnaive_STAT3,0.044
Tregmem_STAT3,0.031
CD4Tem_STAT3,0.009
