,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.505 [0.303, 0.727]","0.567 [0.316, 0.791]","0.000 [0.000, 1.250]","0.000 [0.000, 0.000]",1.000e+00
SS 03,"0.280 [0.060, 0.546] (p=0.037)","0.428 [0.227, 0.736] (p=0.049)","4.000 [4.000, 4.000] (p=4.955e-60)","1.000 [1.000, 1.000] (p=0.000e+00)",1.041e-01
SS 05,"0.280 [0.073, 0.521] (p=0.038)","0.428 [0.244, 0.721] (p=0.041)","4.000 [4.000, 4.000] (p=4.955e-60)","1.000 [1.000, 1.000] (p=0.000e+00)",1.041e-01
SS 08,"0.280 [0.077, 0.546] (p=0.034)","0.428 [0.239, 0.728] (p=0.047)","4.000 [4.000, 4.000] (p=4.955e-60)","1.000 [1.000, 1.000] (p=0.000e+00)",1.041e-01
Lasso,"0.405 [0.280, 0.500] (p=0.241)","0.476 [0.250, 0.700] (p=0.121)","0.000 [0.000, 0.000] (p=9.972e-08)","0.000 [0.000, 0.000] (p=4.980e-293)",1.916e-01
Lasso 1SE,"0.405 [0.270, 0.500] (p=0.231)","0.476 [0.269, 0.700] (p=0.113)","0.000 [0.000, 0.000] (p=9.972e-08)","0.000 [0.000, 0.000] (p=4.980e-293)",1.916e-01
ElasticNet,"0.480 [0.198, 0.750] (p=0.444)","0.550 [0.306, 0.855] (p=0.467)","0.000 [0.000, 0.000] (p=9.972e-08)","0.000 [0.000, 0.000] (p=4.980e-293)",9.097e-01
