,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2,CREB,STAT5,Frequency
1326,0.0,0.0,0.334943709,-0.019193794,0.03958930900000002,0.028659514000000108,0.003912527999999971,-0.10591916999999995,0.04488930099999999,0.014589637000000016,-0.23199281900000002,0.17561360299999995
1330,0.0,0.0,0.17776168900000003,0.008082383999999998,-0.02498486299999997,0.02148915099999993,0.012885166000000003,-0.029456514000000045,0.004931434999999984,0.031105866999999995,0.055192306000000024,0.2176212689999999
1331,0.0,0.0,0.602255125,0.031059233000000006,0.06875139800000002,0.14279737999999997,0.008942203999999954,0.06278410000000001,-0.06033423999999998,0.028859961000000003,-0.107745853,-1.553327059
1337,0.0,0.0,-0.48945246700000006,0.046987044000000006,-0.039538854999999984,-0.032591335,-0.010418838000000041,-0.08984641999999998,-0.076446237,0.113125899,0.108955209,-0.399866767
1357,0.0,0.0,0.05346649399999999,0.017094696000000006,0.07860459999999997,0.1363260639999999,0.03273885299999996,0.03372072000000004,0.05865267200000002,0.044430909000000005,0.014145741000000045,-0.11528858500000005
1377,0.0,0.0,0.05944301699999999,0.014388466000000003,0.05025370299999998,-0.03358744199999997,-0.07459106399999998,0.00205783100000001,-0.06000417899999999,-0.01861865,-0.021204372000000027,-0.0011248200000000264
1381,0.0,0.0,0.0008585359999999653,0.008603423000000002,0.057463019999999976,0.007102834999999974,0.021062216999999994,-0.0019580869999999972,0.006461486000000016,0.0638379,-0.10764117699999998,-0.10121182299999987
1400,0.0,0.0,-0.07190728199999999,0.031387579,0.06637104100000002,0.03673411500000001,0.022146306999999976,0.006181096999999913,0.03440402100000001,0.016822174999999998,0.004881830000000004,0.2986940709999999
1414,-0.696698655,0.0,0.019264957000000027,-0.162939597,-1.1080719770000003,-0.17704827900000009,0.06847478400000001,0.07306819099999995,-0.45537031499999997,-0.34746778100000003,0.052681089999999986,-0.08749120700000024
1418,0.0,0.0,0.0,-0.007147686,0.04956950300000007,0.10662612100000013,-0.0067935630000000025,0.011895349,-0.048204368,-0.00880420400000001,-0.01027984000000004,-0.28403369399999967
1427,0.0,0.0,0.020891171,0.013425560000000003,0.06613111499999996,0.028080577000000106,-0.023491963000000005,0.0324792599999999,0.010492469000000004,0.009848787999999997,-0.008715927000000012,0.2124062419999999
1428,0.0,0.0,0.06806231100000001,0.005044815000000008,0.02673331200000001,0.08733864899999988,0.0019060739999999798,0.010942687000000006,0.025272951000000016,0.047615072,-0.005762072000000007,-0.11586783299999981
1431,0.0,0.0,0.05676102999999999,-0.008241694999999993,0.037940538999999995,0.023653181000000023,0.011095670000000002,0.02700707399999991,0.032727110000000004,-0.063477221,0.024209955999999977,0.03876629800000009
1464,0.036501247,0.0,0.042238629,0.010068377000000003,0.030629514999999996,0.04239415099999988,0.010144254999999991,0.11683661000000001,0.07854463900000003,0.59576668,0.416493644,-1.631067400000001
1469,0.0,0.0,0.0,0.030988551000000003,0.03671914599999998,-0.04504790199999997,0.0011474419999999985,0.01542970499999996,0.006732518000000021,0.104623943,0.064284552,0.357885312
1472,0.0,0.0,0.172459634,0.08241093700000002,0.13581018699999997,0.15452125400000005,0.03166591699999999,0.04387261500000006,0.024761016999999996,0.09308650399999999,-0.045666233,0.04451821799999989
1473,0.0,0.0,-0.024041193000000002,0.02413042800000001,0.13321563499999994,-0.0015219239999999523,0.023002485000000017,0.015273212999999952,0.07924318999999999,0.049975236,0.147065716,-0.45699011199999995
1475,0.0,0.0,-0.073620169,-0.06134788000000002,-0.02827218199999998,-0.0785875410000001,0.028057156000000028,0.038282139000000104,-0.044967645,-0.075054328,-0.019183916999999995,0.250734915
1480,0.0,0.0,-0.025932523000000013,0.0004524769999999789,-0.02402844300000001,-0.05433373600000002,-0.008892376000000035,-0.005653170000000096,0.000718386999999987,-0.032310832000000005,-0.09386281000000002,-0.467217317
1488,0.0,0.0,0.0,-0.027604749000000012,-0.012930106999999996,-0.13260386400000002,0.0018865460000000445,0.047545221000000026,-0.05000748999999999,-0.169427035,0.004816637999999998,-2.8787719029999996
