,ROC AUC,Average Precision,N features,CVS
STABL,"0.320 [0.086, 0.586]","0.513 [0.275, 0.773]","3.000 [1.000, 4.000]","0.200 [0.000, 0.500]"
SS 03,"0.530 [0.273, 0.808] (p=0.098)","0.525 [0.298, 0.851] (p=0.468)","2.000 [2.000, 3.000] (p=8.466e-03)","0.500 [0.250, 0.667] (p=0.000e+00)"
SS 05,"0.500 [0.500, 0.500] (p=0.13)","0.500 [0.250, 0.700] (p=0.49)","0.000 [0.000, 0.000] (p=6.490e-52)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.119)","0.500 [0.300, 0.700] (p=0.505)","0.000 [0.000, 0.000] (p=6.490e-52)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.500 [0.179, 0.778] (p=0.092)","0.697 [0.417, 0.897] (p=0.017)","7.000 [4.000, 10.000] (p=8.192e-48)","0.400 [0.273, 0.571] (p=0.000e+00)"
Lasso 1SE,"0.520 [0.242, 0.802] (p=0.076)","0.686 [0.394, 0.898] (p=0.016)","6.500 [2.750, 10.000] (p=2.845e-21)","0.278 [0.125, 0.429] (p=7.478e-113)"
ElasticNet,"0.560 [0.260, 0.838] (p=0.036)","0.738 [0.481, 0.919] (p=0.018)","10.500 [9.750, 14.250] (p=1.322e-62)","0.429 [0.333, 0.571] (p=0.000e+00)"
