,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.333, 0.500]","0.476 [0.250, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.440 [0.188, 0.710] (p=0.477)","0.541 [0.287, 0.833] (p=0.329)","12.500 [11.000, 13.000] (p=1.013e-08)","0.533 [0.471, 0.625] (p=1.184e-72)"
SS 05,"0.530 [0.231, 0.769] (p=0.354)","0.663 [0.413, 0.874] (p=0.08)","5.000 [4.000, 7.000] (p=1.983e-07)","0.500 [0.333, 0.625] (p=1.060e-72)"
SS 08,"0.315 [0.172, 0.450] (p=0.177)","0.430 [0.225, 0.657] (p=0.323)","0.000 [0.000, 0.000] (p=1.949e-01)","0.000 [0.000, 0.000] (p=3.199e-01)"
Lasso,"0.175 [0.055, 0.320] (p=0.026)","0.387 [0.218, 0.629] (p=0.118)","0.000 [0.000, 5.750] (p=1.011e-02)","0.000 [0.000, 0.000] (p=7.522e-08)"
Lasso 1SE,"0.240 [0.101, 0.401] (p=0.062)","0.408 [0.211, 0.655] (p=0.186)","0.000 [0.000, 4.500] (p=4.321e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.210 [0.040, 0.460] (p=0.067)","0.385 [0.228, 0.653] (p=0.136)","0.000 [0.000, 2.000] (p=2.017e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
