,ROC AUC,Average Precision,N features,CVS
STABL,"0.800 [0.594, 0.969]","0.819 [0.583, 0.971]","10.000 [8.000, 11.250]","0.571 [0.463, 0.661]"
SS 03,"0.870 [0.656, 1.000] (p=0.291)","0.920 [0.765, 1.000] (p=0.224)","15.000 [14.000, 16.000] (p=2.739e-05)","0.737 [0.600, 0.812] (p=3.487e-18)"
SS 05,"0.840 [0.600, 1.000] (p=0.365)","0.902 [0.743, 1.000] (p=0.262)","12.000 [11.000, 13.000] (p=1.658e-02)","0.714 [0.565, 0.833] (p=1.750e-14)"
SS 08,"0.460 [0.198, 0.733] (p=0.006)","0.606 [0.329, 0.847] (p=0.019)","5.000 [4.000, 5.000] (p=4.262e-08)","0.600 [0.429, 0.667] (p=4.930e-01)"
Lasso,"0.790 [0.556, 0.990] (p=0.451)","0.847 [0.585, 0.991] (p=0.433)","17.500 [14.750, 19.000] (p=9.093e-05)","0.636 [0.524, 0.727] (p=7.439e-05)"
Lasso 1SE,"0.840 [0.614, 1.000] (p=0.385)","0.887 [0.688, 1.000] (p=0.307)","17.000 [15.750, 18.250] (p=1.035e-04)","0.650 [0.500, 0.737] (p=2.129e-04)"
ElasticNet,"0.910 [0.736, 1.000] (p=0.196)","0.937 [0.809, 1.000] (p=0.189)","72.000 [57.750, 105.750] (p=6.532e-08)","0.575 [0.464, 0.690] (p=4.134e-01)"
