,Spearman corr,pvalue
ERK,-0.4961389383568338,0.026086843287670143
S6,0.4682393835430248,0.0373249528982674
Frequency,-0.45089718415254243,0.04600809554004641
CREB,-0.3988705859810952,0.08149251949014447
STAT6,-0.38746595996276906,0.09142992220710675
MAPKAPK2,-0.260132990857236,0.268013467258769
p38,-0.20881475906554978,0.37695777702021405
STAT5,-0.20810639268578882,0.3786152471949078
NFkB,-0.20810639268578882,0.3786152471949078
STAT3,0.0693687975619296,0.7713562200019073
IkB,-0.0346843987809648,0.8845776882078991
STAT1,,
