,ROC AUC,Average Precision,N features,CVS
STABL,"0.515 [0.242, 0.793]","0.552 [0.356, 0.883]","4.000 [4.000, 5.000]","0.600 [0.433, 0.750]"
SS 03,"0.750 [0.480, 0.952] (p=0.011)","0.824 [0.601, 0.972] (p=0.001)","8.000 [7.000, 8.000] (p=2.309e-04)","0.714 [0.667, 0.875] (p=4.424e-10)"
SS 05,"0.480 [0.212, 0.747] (p=0.363)","0.569 [0.316, 0.856] (p=0.456)","1.000 [0.750, 2.000] (p=1.027e-07)","0.000 [0.000, 0.500] (p=1.076e-18)"
SS 08,"0.500 [0.500, 0.500] (p=0.5)","0.500 [0.300, 0.700] (p=0.394)","0.000 [0.000, 0.000] (p=6.299e-09)","0.000 [0.000, 0.000] (p=1.067e-72)"
Lasso,"0.820 [0.596, 0.970] (p=0.004)","0.834 [0.583, 0.976] (p=0.016)","10.000 [9.000, 10.250] (p=2.134e-06)","0.538 [0.404, 0.686] (p=1.850e-02)"
Lasso 1SE,"0.810 [0.573, 0.970] (p=0.008)","0.829 [0.550, 0.980] (p=0.027)","10.000 [9.750, 10.250] (p=2.035e-06)","0.538 [0.385, 0.667] (p=5.216e-03)"
ElasticNet,"0.820 [0.596, 0.987] (p=0.001)","0.852 [0.634, 0.986] (p=0.004)","17.500 [14.750, 19.250] (p=7.475e-08)","0.618 [0.500, 0.700] (p=1.736e-01)"
