,Spearman corr,pvalue
S6,0.3988705859810952,0.08149251949014447
STAT3,-0.3328713326493031,0.15155241782202525
STAT6,0.2774751902477184,0.2362383786543498
STAT5,-0.260132990857236,0.268013467258769
p38,0.22941573387056172,0.3305649312781844
IkB,-0.1907641932953064,0.42045602297364715
ERK,0.17342199390482396,0.4646587776970642
Frequency,0.08671099695241198,0.7162313833164182
MAPKAPK2,-0.052026598171447204,0.827557337051562
CREB,0.0346843987809648,0.8845776882078991
NFkB,0.0173421993904824,0.9421499835467455
STAT1,,
