,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.310 [0.114, 0.510]","0.429 [0.235, 0.696]","0.000 [0.000, 2.000]","0.000 [0.000, 0.000]",1.145e-01
SS 03,"0.110 [0.000, 0.293] (p=0.015)","0.351 [0.207, 0.583] (p=0.022)","2.000 [2.000, 2.000] (p=4.507e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",3.611e-03
SS 05,"0.110 [0.000, 0.292] (p=0.021)","0.351 [0.208, 0.600] (p=0.029)","2.000 [2.000, 2.000] (p=4.507e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",3.611e-03
SS 08,"0.110 [0.000, 0.270] (p=0.03)","0.351 [0.202, 0.604] (p=0.033)","2.000 [2.000, 2.000] (p=4.507e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",3.611e-03
Lasso,"0.500 [0.500, 0.500] (p=0.036)","0.500 [0.300, 0.701] (p=0.082)","0.000 [0.000, 0.000] (p=1.740e-23)","0.000 [0.000, 0.000] (p=0.000e+00)",1.000e+00
Lasso 1SE,"0.500 [0.500, 0.500] (p=0.035)","0.500 [0.300, 0.700] (p=0.075)","0.000 [0.000, 0.000] (p=1.740e-23)","0.000 [0.000, 0.000] (p=0.000e+00)",1.000e+00
ElasticNet,"0.390 [0.150, 0.667] (p=0.281)","0.455 [0.258, 0.788] (p=0.374)","0.000 [0.000, 0.000] (p=1.740e-23)","0.000 [0.000, 0.000] (p=0.000e+00)",4.274e-01
