,ROC AUC,Average Precision,N features,CVS
STABL,"0.700 [0.430, 0.934]","0.720 [0.440, 0.958]","8.000 [4.750, 9.000]","0.500 [0.400, 0.623]"
SS 03,"0.870 [0.667, 1.000] (p=0.133)","0.922 [0.757, 1.000] (p=0.119)","13.000 [12.000, 14.000] (p=1.386e-07)","0.733 [0.647, 0.800] (p=4.060e-31)"
SS 05,"0.600 [0.333, 0.857] (p=0.162)","0.678 [0.397, 0.898] (p=0.366)","6.000 [5.000, 7.000] (p=1.800e-01)","0.571 [0.500, 0.667] (p=1.588e-04)"
SS 08,"0.270 [0.101, 0.500] (p=0.003)","0.418 [0.231, 0.664] (p=0.001)","0.000 [0.000, 1.000] (p=4.411e-08)","0.000 [0.000, 0.000] (p=1.446e-51)"
Lasso,"0.820 [0.580, 0.990] (p=0.208)","0.879 [0.694, 1.000] (p=0.178)","17.000 [15.000, 18.250] (p=6.394e-08)","0.667 [0.557, 0.722] (p=2.248e-17)"
Lasso 1SE,"0.820 [0.604, 1.000] (p=0.214)","0.861 [0.618, 1.000] (p=0.222)","16.500 [15.000, 18.250] (p=6.422e-08)","0.652 [0.558, 0.739] (p=1.880e-16)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.081)","0.937 [0.790, 1.000] (p=0.103)","72.000 [57.000, 105.750] (p=6.569e-08)","0.575 [0.464, 0.689] (p=3.219e-04)"
