,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.077,0.111,0.124,0.126,0.125,0.127,0.128,0.129,0.127
artificial.2,0.0,0.154,0.196,0.203,0.215,0.22,0.219,0.221,0.222,0.221
artificial.3,0.0,0.024,0.034,0.037,0.038,0.038,0.04,0.039,0.04,0.042
artificial.4,0.0,0.02,0.04,0.058,0.063,0.066,0.067,0.066,0.069,0.07
artificial.5,0.0,0.041,0.049,0.049,0.05,0.05,0.052,0.052,0.053,0.052
artificial.6,0.0,0.006,0.011,0.012,0.013,0.014,0.014,0.014,0.015,0.016
artificial.7,0.0,0.039,0.073,0.087,0.09,0.093,0.098,0.099,0.1,0.1
artificial.8,0.0,0.063,0.11,0.12,0.131,0.137,0.143,0.144,0.145,0.146
artificial.9,0.0,0.011,0.016,0.016,0.017,0.016,0.017,0.019,0.018,0.02
artificial.10,0.0,0.072,0.12,0.145,0.15,0.151,0.159,0.163,0.166,0.165
artificial.11,0.0,0.167,0.23,0.25,0.257,0.265,0.27,0.269,0.271,0.272
artificial.12,0.0,0.015,0.025,0.035,0.037,0.039,0.04,0.045,0.046,0.048
artificial.13,0.0,0.046,0.09,0.1,0.105,0.109,0.112,0.112,0.115,0.116
artificial.14,0.0,0.058,0.094,0.104,0.108,0.114,0.115,0.117,0.118,0.118
artificial.15,0.0,0.004,0.009,0.011,0.014,0.016,0.017,0.017,0.019,0.019
artificial.16,0.0,0.042,0.063,0.069,0.075,0.077,0.081,0.082,0.083,0.083
artificial.17,0.0,0.119,0.163,0.173,0.177,0.177,0.181,0.182,0.182,0.187
artificial.18,0.0,0.067,0.084,0.092,0.101,0.101,0.103,0.103,0.103,0.103
artificial.19,0.0,0.018,0.038,0.05,0.052,0.054,0.055,0.055,0.056,0.059
artificial.20,0.0,0.012,0.018,0.025,0.026,0.026,0.029,0.032,0.032,0.034
artificial.21,0.0,0.088,0.144,0.153,0.154,0.159,0.165,0.166,0.168,0.169
artificial.22,0.0,0.01,0.011,0.017,0.017,0.018,0.019,0.02,0.021,0.021
artificial.23,0.0,0.07,0.104,0.112,0.119,0.12,0.121,0.121,0.124,0.124
artificial.24,0.0,0.056,0.085,0.094,0.1,0.102,0.103,0.106,0.106,0.108
artificial.25,0.0,0.021,0.033,0.038,0.043,0.042,0.042,0.044,0.045,0.045
artificial.26,0.0,0.015,0.021,0.023,0.025,0.025,0.026,0.026,0.025,0.026
artificial.27,0.0,0.086,0.178,0.206,0.223,0.232,0.242,0.249,0.252,0.255
artificial.28,0.0,0.01,0.024,0.027,0.034,0.034,0.035,0.037,0.037,0.038
artificial.29,0.0,0.106,0.138,0.149,0.154,0.159,0.157,0.162,0.163,0.164
artificial.30,0.0,0.157,0.197,0.208,0.214,0.214,0.216,0.217,0.216,0.224
artificial.31,0.0,0.072,0.133,0.15,0.16,0.168,0.172,0.175,0.178,0.178
artificial.32,0.0,0.005,0.012,0.013,0.012,0.013,0.012,0.013,0.014,0.014
artificial.33,0.0,0.072,0.099,0.114,0.117,0.119,0.124,0.125,0.127,0.131
artificial.34,0.0,0.042,0.073,0.092,0.101,0.103,0.105,0.108,0.109,0.11
artificial.35,0.0,0.021,0.038,0.039,0.039,0.041,0.043,0.04,0.041,0.041
artificial.36,0.0,0.057,0.075,0.081,0.087,0.09,0.092,0.094,0.1,0.099
artificial.37,0.0,0.021,0.047,0.056,0.057,0.059,0.06,0.063,0.065,0.064
artificial.38,0.0,0.015,0.028,0.038,0.045,0.048,0.049,0.051,0.052,0.053
artificial.39,0.0,0.183,0.224,0.24,0.243,0.246,0.25,0.249,0.251,0.254
