,Frequency,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,NFkB,ERK,STAT6,MAPKAPK2
1326,29.5973413,0.823747435,0.24453189,0.130789825,0.0,1.286479694,0.347952969,0.769177557,0.482664382,0.133625126,0.089472722,0.277040955
1330,36.81932841,0.560115781,0.216446502,0.028262329,0.0,0.931766962,0.305519117,0.582671584,0.310960029,0.108256836,0.050573311,0.289685526
1331,42.49042753,0.619177349,0.231421865,0.101060855,0.0,1.188495604,0.283247732,0.651799657,0.404160228,0.085288676,0.09433459,0.181834456
1337,40.86602205,1.264218354,0.201593099,1.114074661,0.0,0.394380183,0.284243977,0.417202066,0.377886425,1.087182488,0.11214183,1.09639983
1357,27.80880906,0.62291914,0.179078739,0.051832959,0.0,0.429190456,0.293397393,0.581902167,0.300465752,0.080660505,0.051915115,0.298733277
1377,48.52875301,0.817400054,0.223709301,0.114377704,0.0,1.866947916,0.343826767,0.718244649,0.510150582,0.239539629,0.088606871,0.244857848
1381,28.16034649,0.671699749,0.156613036,0.052788512,0.0,0.781123234,0.235339038,0.54506887,0.261476513,0.052165789,0.024408315,0.195594071
1400,22.08059385,0.542872739,0.189680275,0.034125389,0.0,0.507640284,0.302460695,0.626531617,0.285840756,0.061352665,0.038339151,0.287001206
1414,30.54740872,1.037108747,0.200539767,0.221677507,0.0,1.090667968,0.562833618,1.022954997,0.639955103,0.110043471,0.0803794,0.319369796
1418,22.62383657,0.842331611,0.166985066,0.151490045,0.0,0.343827262,0.40559146,1.013457715,0.499207458,0.116857272,0.057121233,0.334612673
1427,40.55177876,0.502155378,0.140685596,0.07262418,0.0,0.778996924,0.37537814,0.54481642,0.252550587,0.046378669,0.039567442,0.19871405
1428,17.53251717,0.554948871,0.159802828,0.077993377,0.0,0.612942873,0.268662431,0.519984125,0.26253587,0.062360606,0.05449371,0.1583446
1431,16.16983699,0.749839345,0.175494505,0.090032935,0.0,0.586450766,0.393595271,0.552456855,0.479506769,0.142710684,0.055144973,0.261568225
1464,14.03184933,1.486907516,0.157570017,1.052656703,0.0,0.325732173,0.484005588,0.419217648,0.401132307,0.174059778,0.05300611,1.316895092
1469,47.96909306,1.37108885,0.145619921,1.46528219,0.0,0.476905134,0.377164351,0.582340398,0.310855224,0.51460725,0.082134577,1.019987805
1472,17.57490918,0.633571418,0.19879314,0.121600403,0.0,0.934173181,0.626677563,0.569286659,0.334807135,0.045663153,0.027427672,0.259962553
1473,41.44324139,0.409803349,0.16824005,0.036552559,0.0,0.662364125,0.490225232,0.610706658,0.255846935,0.019696495,0.020248256,0.191397159
1475,23.83872938,0.482792948,0.164180214,0.019496396,0.0,0.573327701,0.492238362,0.466342449,0.229126603,0.034374285,0.0,0.215870264
1480,43.16523627,0.467683309,0.147709096,0.049476672,0.0,0.728479858,0.558508534,0.508379593,0.259239102,0.041145406,0.026312294,0.164600252
1488,34.31163034,0.694458043,0.201526296,0.079076512,0.0,0.969032843,0.685119415,0.518545976,0.32978544,0.075157819,0.036689375,0.222001488
