,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.680 [0.393, 0.923]","0.683 [0.453, 0.966]","3.000 [2.000, 3.000]","0.667 [0.333, 1.000]",1.859e-01
SS 03,"0.610 [0.320, 0.889] (p=0.148)","0.653 [0.383, 0.939] (p=0.156)","6.000 [6.000, 6.250] (p=4.185e-62)","0.857 [0.857, 1.000] (p=0.000e+00)",4.274e-01
SS 05,"0.710 [0.430, 0.956] (p=0.462)","0.803 [0.569, 0.959] (p=0.491)","4.000 [4.000, 5.000] (p=2.541e-38)","0.800 [0.600, 0.800] (p=0.000e+00)",1.212e-01
SS 08,"0.760 [0.460, 0.990] (p=0.167)","0.858 [0.637, 0.991] (p=0.188)","1.000 [1.000, 1.000] (p=2.909e-58)","1.000 [1.000, 1.000] (p=0.000e+00)",5.390e-02
Lasso,"0.720 [0.440, 0.939] (p=0.398)","0.831 [0.617, 0.972] (p=0.277)","1.000 [1.000, 1.250] (p=1.697e-30)","1.000 [0.500, 1.000] (p=4.814e-133)",1.041e-01
Lasso 1SE,"0.710 [0.427, 0.976] (p=0.442)","0.827 [0.630, 0.971] (p=0.276)","1.000 [1.000, 1.250] (p=1.697e-30)","1.000 [0.500, 1.000] (p=4.814e-133)",1.212e-01
ElasticNet,"0.720 [0.429, 0.958] (p=0.346)","0.830 [0.618, 0.980] (p=0.297)","1.000 [1.000, 2.000] (p=1.774e-27)","1.000 [0.500, 1.000] (p=5.123e-36)",1.041e-01
