,Spearman corr,pvalue
S6,0.6590035768383312,0.0015767835281466193
STAT6,-0.45089718415254243,0.04600809554004641
CREB,-0.3815283865906128,0.09694244809397427
STAT5,-0.3468439878096479,0.13407612120334217
p38,-0.3468439878096479,0.13407612120334217
ERK,-0.3468439878096479,0.13407612120334217
STAT3,0.2774751902477184,0.2362383786543498
Frequency,-0.20810639268578882,0.3786152471949078
MAPKAPK2,-0.17342199390482396,0.4646587776970642
NFkB,-0.1387375951238592,0.5596674186533706
IkB,-0.0173421993904824,0.9421499835467455
STAT1,,
