,C'=' 0.047,C'=' 0.564,C'=' 1.082,C'=' 1.599,C'=' 2.116,C'=' 2.633,C'=' 3.151,C'=' 3.668,C'=' 4.185,C'=' 4.703
artificial.1,0.0,0.448,0.561,0.614,0.634,0.656,0.67,0.679,0.689,0.699
artificial.2,0.0,0.154,0.245,0.279,0.311,0.33,0.347,0.367,0.379,0.387
artificial.3,0.0,0.473,0.582,0.634,0.661,0.671,0.681,0.685,0.69,0.697
artificial.4,0.0,0.148,0.214,0.26,0.297,0.316,0.341,0.358,0.375,0.385
artificial.5,0.0,0.012,0.021,0.025,0.027,0.027,0.027,0.028,0.03,0.033
artificial.6,0.0,0.403,0.482,0.512,0.536,0.555,0.581,0.592,0.603,0.617
artificial.7,0.0,0.01,0.032,0.042,0.048,0.053,0.06,0.07,0.074,0.081
artificial.8,0.0,0.012,0.033,0.046,0.049,0.054,0.064,0.071,0.078,0.081
artificial.9,0.0,0.536,0.626,0.662,0.677,0.68,0.691,0.695,0.702,0.711
artificial.10,0.0,0.487,0.541,0.586,0.616,0.631,0.65,0.662,0.687,0.714
artificial.11,0.0,0.428,0.516,0.56,0.589,0.611,0.631,0.649,0.659,0.675
artificial.12,0.0,0.063,0.112,0.132,0.145,0.158,0.177,0.183,0.194,0.204
artificial.13,0.0,0.053,0.117,0.157,0.179,0.196,0.211,0.238,0.258,0.28
artificial.14,0.0,0.006,0.014,0.021,0.027,0.037,0.043,0.051,0.057,0.063
artificial.15,0.0,0.148,0.196,0.216,0.23,0.244,0.268,0.29,0.302,0.316
artificial.16,0.0,0.459,0.507,0.549,0.565,0.583,0.607,0.619,0.632,0.641
artificial.17,0.0,0.012,0.029,0.031,0.041,0.049,0.06,0.068,0.076,0.085
artificial.18,0.0,0.517,0.587,0.63,0.654,0.683,0.696,0.708,0.721,0.732
artificial.19,0.0,0.027,0.063,0.084,0.107,0.124,0.141,0.153,0.163,0.177
artificial.20,0.0,0.204,0.245,0.277,0.307,0.332,0.358,0.377,0.404,0.417
artificial.21,0.0,0.655,0.733,0.75,0.757,0.757,0.757,0.758,0.758,0.759
artificial.22,0.0,0.004,0.01,0.012,0.016,0.019,0.022,0.024,0.028,0.029
artificial.23,0.0,0.002,0.004,0.007,0.013,0.021,0.024,0.029,0.032,0.041
artificial.24,0.0,0.035,0.083,0.117,0.142,0.166,0.178,0.2,0.214,0.229
artificial.25,0.0,0.081,0.117,0.137,0.152,0.171,0.183,0.189,0.191,0.195
artificial.26,0.0,0.005,0.011,0.019,0.023,0.029,0.034,0.039,0.049,0.055
artificial.27,0.0,0.02,0.042,0.05,0.057,0.067,0.072,0.08,0.087,0.094
artificial.28,0.0,0.018,0.025,0.026,0.028,0.031,0.037,0.038,0.042,0.046
artificial.29,0.0,0.086,0.11,0.132,0.142,0.152,0.177,0.196,0.213,0.227
artificial.30,0.0,0.132,0.212,0.256,0.309,0.339,0.358,0.379,0.399,0.42
artificial.31,0.0,0.673,0.719,0.734,0.74,0.746,0.749,0.753,0.755,0.757
artificial.32,0.0,0.012,0.049,0.096,0.132,0.164,0.201,0.234,0.261,0.285
artificial.33,0.0,0.019,0.042,0.057,0.071,0.082,0.092,0.101,0.113,0.12
artificial.34,0.0,0.0,0.003,0.009,0.016,0.025,0.033,0.041,0.044,0.051
artificial.35,0.0,0.017,0.019,0.018,0.019,0.021,0.021,0.022,0.025,0.028
artificial.36,0.0,0.252,0.441,0.517,0.572,0.607,0.644,0.664,0.679,0.692
artificial.37,0.0,0.085,0.138,0.167,0.187,0.207,0.22,0.23,0.24,0.251
artificial.38,0.0,0.842,0.899,0.917,0.93,0.937,0.939,0.943,0.946,0.947
artificial.39,0.0,0.018,0.054,0.079,0.101,0.117,0.133,0.146,0.163,0.178
artificial.40,0.0,0.111,0.167,0.204,0.233,0.256,0.273,0.287,0.298,0.311
artificial.41,0.0,0.123,0.169,0.204,0.23,0.26,0.27,0.289,0.307,0.322
artificial.42,0.0,0.001,0.004,0.005,0.012,0.015,0.018,0.026,0.03,0.037
artificial.43,0.0,0.701,0.723,0.735,0.738,0.742,0.743,0.746,0.748,0.748
artificial.44,0.0,0.002,0.004,0.004,0.006,0.006,0.006,0.006,0.008,0.009
artificial.45,0.0,0.091,0.147,0.197,0.229,0.252,0.27,0.289,0.311,0.333
artificial.46,0.0,0.043,0.051,0.062,0.078,0.088,0.095,0.109,0.118,0.123
artificial.47,0.0,0.011,0.03,0.047,0.061,0.073,0.086,0.102,0.109,0.123
artificial.48,0.0,0.012,0.033,0.052,0.062,0.071,0.077,0.087,0.098,0.105
