,ROC AUC,Average Precision,N features,CVS
STABL,"0.435 [0.193, 0.688]","0.492 [0.279, 0.772]","1.500 [0.000, 4.000]","0.000 [0.000, 0.250]"
SS 03,"0.710 [0.479, 0.938] (p=0.019)","0.780 [0.556, 0.951] (p=0.018)","9.500 [8.750, 11.000] (p=1.091e-06)","0.538 [0.462, 0.636] (p=2.903e-49)"
SS 05,"0.690 [0.407, 0.906] (p=0.041)","0.756 [0.476, 0.936] (p=0.026)","5.000 [5.000, 6.000] (p=3.636e-04)","0.667 [0.571, 0.800] (p=4.676e-54)"
SS 08,"0.225 [0.083, 0.400] (p=0.108)","0.476 [0.250, 0.700] (p=0.376)","0.000 [0.000, 1.000] (p=7.708e-03)","0.000 [0.000, 0.000] (p=2.530e-14)"
Lasso,"0.490 [0.209, 0.790] (p=0.337)","0.677 [0.436, 0.893] (p=0.079)","7.000 [4.000, 11.250] (p=4.145e-05)","0.355 [0.250, 0.500] (p=9.395e-31)"
Lasso 1SE,"0.540 [0.232, 0.813] (p=0.254)","0.709 [0.444, 0.904] (p=0.054)","6.500 [2.750, 11.250] (p=1.593e-03)","0.250 [0.091, 0.385] (p=2.659e-15)"
ElasticNet,"0.590 [0.308, 0.889] (p=0.124)","0.749 [0.510, 0.934] (p=0.033)","12.000 [10.000, 15.250] (p=1.130e-06)","0.417 [0.333, 0.533] (p=1.398e-36)"
