,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.264, 0.810]","0.648 [0.372, 0.882]","8.500 [3.750, 11.250]","0.282 [0.000, 0.444]"
SS 03,"0.640 [0.345, 0.889] (p=0.228)","0.753 [0.472, 0.931] (p=0.176)","14.500 [14.000, 15.250] (p=1.500e-05)","0.526 [0.444, 0.625] (p=6.092e-31)"
SS 05,"0.680 [0.427, 0.896] (p=0.101)","0.754 [0.493, 0.935] (p=0.151)","10.000 [9.000, 10.250] (p=9.226e-02)","0.545 [0.462, 0.667] (p=9.538e-34)"
SS 08,"0.680 [0.405, 0.890] (p=0.134)","0.685 [0.412, 0.941] (p=0.409)","5.000 [5.000, 6.000] (p=3.106e-02)","0.667 [0.571, 0.800] (p=1.218e-41)"
Lasso,"0.490 [0.200, 0.808] (p=0.342)","0.677 [0.379, 0.881] (p=0.415)","6.500 [4.000, 11.000] (p=9.027e-01)","0.375 [0.273, 0.500] (p=9.067e-08)"
Lasso 1SE,"0.520 [0.229, 0.813] (p=0.439)","0.676 [0.412, 0.891] (p=0.45)","6.000 [2.750, 10.250] (p=5.063e-01)","0.268 [0.103, 0.385] (p=8.706e-01)"
ElasticNet,"0.590 [0.310, 0.879] (p=0.429)","0.749 [0.437, 0.936] (p=0.241)","12.000 [10.000, 15.250] (p=4.210e-03)","0.417 [0.333, 0.533] (p=1.417e-12)"
