,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.670 [0.384, 0.929]","0.721 [0.447, 0.961]","2.000 [2.000, 3.000]","0.667 [0.667, 1.000]",2.123e-01
SS 03,"0.590 [0.323, 0.840] (p=0.142)","0.665 [0.396, 0.896] (p=0.133)","3.000 [3.000, 3.000] (p=3.203e-43)","1.000 [1.000, 1.000] (p=0.000e+00)",5.205e-01
SS 05,"0.590 [0.320, 0.854] (p=0.124)","0.665 [0.402, 0.917] (p=0.13)","3.000 [3.000, 3.000] (p=3.203e-43)","1.000 [1.000, 1.000] (p=0.000e+00)",5.205e-01
SS 08,"0.590 [0.353, 0.844] (p=0.129)","0.665 [0.408, 0.902] (p=0.114)","3.000 [3.000, 3.000] (p=4.661e-36)","1.000 [1.000, 1.000] (p=0.000e+00)",5.205e-01
Lasso,"0.520 [0.250, 0.792] (p=0.021)","0.576 [0.314, 0.859] (p=0.08)","2.500 [2.000, 3.000] (p=5.028e-04)","0.667 [0.667, 1.000] (p=9.543e-175)",9.097e-01
Lasso 1SE,"0.510 [0.230, 0.798] (p=0.016)","0.566 [0.316, 0.832] (p=0.063)","2.500 [2.000, 3.000] (p=5.028e-04)","0.667 [0.667, 1.000] (p=9.543e-175)",9.698e-01
ElasticNet,"0.570 [0.293, 0.854] (p=0.043)","0.609 [0.356, 0.903] (p=0.124)","3.000 [2.000, 3.000] (p=3.667e-10)","1.000 [0.667, 1.000] (p=6.240e-278)",6.232e-01
