,ROC AUC,Average Precision,N features,CVS
STABL,"0.670 [0.405, 0.923]","0.721 [0.450, 0.952]","2.000 [2.000, 3.000]","0.667 [0.667, 1.000]"
SS 03,"0.590 [0.293, 0.857] (p=0.121)","0.665 [0.395, 0.901] (p=0.14)","3.000 [3.000, 3.000] (p=3.203e-43)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.590 [0.303, 0.854] (p=0.138)","0.665 [0.393, 0.904] (p=0.116)","3.000 [3.000, 3.000] (p=3.203e-43)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.590 [0.323, 0.846] (p=0.129)","0.665 [0.398, 0.904] (p=0.121)","3.000 [3.000, 3.000] (p=4.661e-36)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.520 [0.250, 0.802] (p=0.03)","0.576 [0.335, 0.851] (p=0.078)","2.500 [2.000, 3.000] (p=5.028e-04)","0.667 [0.667, 1.000] (p=9.543e-175)"
Lasso 1SE,"0.510 [0.242, 0.798] (p=0.014)","0.566 [0.325, 0.827] (p=0.066)","2.500 [2.000, 3.000] (p=5.028e-04)","0.667 [0.667, 1.000] (p=9.543e-175)"
ElasticNet,"0.570 [0.297, 0.846] (p=0.037)","0.609 [0.353, 0.900] (p=0.13)","3.000 [2.000, 3.000] (p=3.667e-10)","1.000 [0.667, 1.000] (p=6.240e-278)"
