,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.826,C'=' 2.272,C'=' 2.718,C'=' 3.164,C'=' 3.611,C'=' 4.057
artificial.1,0.0,0.006,0.016,0.026,0.039,0.045,0.057,0.064,0.079,0.09
artificial.2,0.0,0.058,0.095,0.132,0.176,0.205,0.243,0.282,0.31,0.331
artificial.3,0.0,0.015,0.022,0.027,0.036,0.042,0.05,0.056,0.064,0.073
artificial.4,0.0,0.082,0.123,0.144,0.164,0.186,0.201,0.22,0.23,0.242
artificial.5,0.0,0.0,0.005,0.008,0.017,0.02,0.024,0.029,0.036,0.039
artificial.6,0.0,0.171,0.243,0.283,0.322,0.36,0.387,0.419,0.449,0.472
artificial.7,0.0,0.031,0.042,0.054,0.064,0.074,0.089,0.103,0.114,0.123
artificial.8,0.0,0.172,0.21,0.236,0.263,0.287,0.317,0.335,0.352,0.372
artificial.9,0.0,0.004,0.006,0.008,0.01,0.014,0.019,0.024,0.032,0.036
artificial.10,0.0,0.007,0.021,0.03,0.036,0.04,0.047,0.059,0.069,0.076
artificial.11,0.0,0.001,0.004,0.006,0.008,0.011,0.015,0.02,0.023,0.026
artificial.12,0.0,0.008,0.015,0.021,0.032,0.04,0.046,0.056,0.064,0.074
artificial.13,0.0,0.005,0.014,0.024,0.033,0.039,0.054,0.066,0.078,0.088
artificial.14,0.0,0.03,0.04,0.047,0.058,0.063,0.07,0.079,0.09,0.101
artificial.15,0.0,0.0,0.001,0.002,0.003,0.005,0.006,0.008,0.011,0.015
artificial.16,0.0,0.017,0.02,0.027,0.032,0.039,0.049,0.055,0.07,0.078
artificial.17,0.0,0.056,0.081,0.098,0.112,0.125,0.129,0.14,0.147,0.162
artificial.18,0.0,0.002,0.003,0.004,0.005,0.007,0.014,0.02,0.028,0.03
artificial.19,0.0,0.019,0.036,0.047,0.056,0.069,0.078,0.087,0.098,0.11
artificial.20,0.0,0.22,0.28,0.303,0.323,0.352,0.373,0.394,0.407,0.432
artificial.21,0.0,0.105,0.147,0.172,0.196,0.219,0.235,0.258,0.277,0.293
artificial.22,0.0,0.062,0.072,0.082,0.095,0.103,0.108,0.116,0.124,0.131
artificial.23,0.0,0.0,0.0,0.002,0.006,0.01,0.011,0.014,0.022,0.028
artificial.24,0.0,0.012,0.02,0.029,0.037,0.046,0.062,0.069,0.08,0.089
artificial.25,0.0,0.01,0.021,0.035,0.05,0.068,0.082,0.096,0.114,0.125
artificial.26,0.0,0.123,0.176,0.212,0.24,0.269,0.289,0.305,0.318,0.332
artificial.27,0.0,0.006,0.008,0.008,0.009,0.013,0.016,0.021,0.024,0.033
artificial.28,0.0,0.249,0.313,0.365,0.419,0.454,0.494,0.523,0.548,0.589
artificial.29,0.0,0.0,0.001,0.002,0.003,0.007,0.009,0.01,0.013,0.018
artificial.30,0.0,0.001,0.003,0.004,0.006,0.01,0.011,0.012,0.013,0.017
artificial.31,0.0,0.197,0.224,0.258,0.278,0.288,0.296,0.307,0.315,0.334
artificial.32,0.0,0.029,0.041,0.052,0.06,0.069,0.077,0.087,0.098,0.104
artificial.33,0.0,0.002,0.009,0.013,0.018,0.025,0.03,0.037,0.044,0.049
artificial.34,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.003,0.007
artificial.35,0.0,0.003,0.007,0.011,0.012,0.015,0.021,0.027,0.028,0.03
artificial.36,0.0,0.071,0.097,0.121,0.148,0.169,0.194,0.21,0.224,0.236
artificial.37,0.0,0.029,0.044,0.051,0.06,0.072,0.084,0.097,0.099,0.105
artificial.38,0.0,0.0,0.0,0.0,0.003,0.008,0.013,0.016,0.021,0.028
artificial.39,0.0,0.2,0.274,0.32,0.359,0.388,0.417,0.441,0.466,0.484
artificial.40,0.0,0.008,0.016,0.024,0.033,0.045,0.061,0.07,0.074,0.084
artificial.41,0.0,0.125,0.175,0.206,0.234,0.261,0.279,0.295,0.311,0.323
artificial.42,0.0,0.029,0.06,0.082,0.093,0.114,0.129,0.144,0.162,0.172
artificial.43,0.0,0.017,0.029,0.05,0.071,0.085,0.098,0.114,0.134,0.154
artificial.44,0.0,0.387,0.467,0.512,0.54,0.564,0.585,0.598,0.611,0.63
artificial.45,0.0,0.024,0.046,0.068,0.081,0.099,0.112,0.123,0.137,0.151
artificial.46,0.0,0.019,0.042,0.062,0.069,0.079,0.092,0.105,0.117,0.125
artificial.47,0.0,0.019,0.033,0.041,0.055,0.065,0.075,0.078,0.085,0.095
artificial.48,0.0,0.025,0.045,0.056,0.075,0.089,0.104,0.118,0.129,0.136
artificial.49,0.0,0.123,0.169,0.206,0.232,0.257,0.283,0.296,0.316,0.331
artificial.50,0.0,0.036,0.056,0.074,0.089,0.099,0.111,0.12,0.128,0.134
artificial.51,0.0,0.018,0.04,0.054,0.075,0.088,0.101,0.119,0.139,0.153
artificial.52,0.0,0.431,0.543,0.616,0.661,0.702,0.735,0.766,0.785,0.798
artificial.53,0.0,0.084,0.115,0.137,0.154,0.168,0.187,0.208,0.217,0.231
artificial.54,0.0,0.022,0.038,0.059,0.065,0.076,0.086,0.096,0.105,0.111
artificial.55,0.0,0.041,0.063,0.08,0.093,0.108,0.119,0.132,0.14,0.148
artificial.56,0.0,0.008,0.012,0.02,0.028,0.032,0.044,0.054,0.067,0.077
artificial.57,0.0,0.004,0.007,0.01,0.014,0.017,0.021,0.024,0.027,0.039
artificial.58,0.0,0.019,0.029,0.038,0.041,0.051,0.056,0.058,0.064,0.072
artificial.59,0.0,0.05,0.087,0.104,0.129,0.146,0.162,0.179,0.192,0.201
artificial.60,0.0,0.0,0.0,0.002,0.005,0.008,0.013,0.017,0.018,0.025
artificial.61,0.0,0.0,0.001,0.002,0.006,0.011,0.019,0.028,0.038,0.048
artificial.62,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.005
artificial.63,0.0,0.049,0.086,0.115,0.139,0.159,0.183,0.199,0.223,0.238
artificial.64,0.0,0.042,0.066,0.087,0.112,0.136,0.161,0.178,0.193,0.211
artificial.65,0.0,0.487,0.557,0.593,0.622,0.649,0.668,0.68,0.692,0.705
artificial.66,0.0,0.063,0.079,0.096,0.107,0.121,0.131,0.139,0.145,0.154
artificial.67,0.0,0.101,0.115,0.129,0.141,0.159,0.178,0.189,0.2,0.207
artificial.68,0.0,0.342,0.404,0.45,0.477,0.502,0.522,0.538,0.558,0.577
artificial.69,0.0,0.076,0.101,0.122,0.137,0.157,0.167,0.18,0.195,0.209
artificial.70,0.0,0.005,0.008,0.016,0.023,0.029,0.038,0.043,0.044,0.049
artificial.71,0.0,0.343,0.414,0.461,0.498,0.531,0.56,0.583,0.594,0.607
artificial.72,0.0,0.065,0.105,0.122,0.141,0.164,0.171,0.189,0.198,0.21
artificial.73,0.0,0.062,0.091,0.117,0.138,0.151,0.169,0.188,0.199,0.209
artificial.74,0.0,0.03,0.048,0.063,0.068,0.072,0.084,0.09,0.1,0.115
artificial.75,0.0,0.045,0.067,0.088,0.106,0.121,0.139,0.148,0.16,0.175
artificial.76,0.0,0.198,0.23,0.246,0.265,0.287,0.297,0.31,0.328,0.337
artificial.77,0.0,0.026,0.039,0.056,0.064,0.084,0.105,0.125,0.136,0.15
artificial.78,0.0,0.002,0.005,0.006,0.01,0.015,0.023,0.032,0.036,0.046
artificial.79,0.0,0.002,0.004,0.007,0.01,0.015,0.022,0.029,0.035,0.044
artificial.80,0.0,0.0,0.004,0.006,0.006,0.008,0.01,0.013,0.015,0.017
artificial.81,0.0,0.121,0.16,0.198,0.225,0.248,0.265,0.279,0.292,0.312
artificial.82,0.0,0.002,0.002,0.002,0.003,0.009,0.01,0.012,0.013,0.014
artificial.83,0.0,0.087,0.13,0.154,0.187,0.217,0.249,0.269,0.299,0.315
artificial.84,0.0,0.008,0.013,0.019,0.027,0.035,0.039,0.044,0.049,0.054
artificial.85,0.0,0.001,0.002,0.004,0.006,0.008,0.014,0.018,0.023,0.029
artificial.86,0.0,0.002,0.004,0.007,0.01,0.013,0.016,0.018,0.023,0.03
artificial.87,0.0,0.026,0.047,0.058,0.07,0.086,0.095,0.102,0.11,0.123
artificial.88,0.0,0.301,0.368,0.408,0.443,0.473,0.494,0.503,0.518,0.538
artificial.89,0.0,0.012,0.022,0.036,0.044,0.05,0.056,0.068,0.081,0.093
artificial.90,0.0,0.004,0.008,0.011,0.012,0.015,0.023,0.031,0.04,0.049
artificial.91,0.0,0.244,0.29,0.318,0.337,0.363,0.382,0.406,0.422,0.431
