,Spearman corr,pvalue
S6,0.520265981714472,0.018692511424373982
STAT5,-0.3295017884191656,0.1559933352870714
ERK,-0.2774751902477184,0.2362383786543498
MAPKAPK2,-0.2774751902477184,0.2362383786543498
Frequency,-0.2774751902477184,0.2362383786543498
STAT3,0.1907641932953064,0.42045602297364715
IkB,0.1560797945143416,0.5111092083782216
CREB,-0.1213953957333768,0.6101689948464966
p38,-0.11158567053033415,0.6395259894830241
STAT6,-0.0693687975619296,0.7713562200019073
NFkB,0.052026598171447204,0.827557337051562
STAT1,,
