,ROC AUC,Average Precision,N features,CVS
STABL,"0.315 [0.167, 0.458]","0.476 [0.250, 0.685]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.000, 0.566] (p=0.371)","0.398 [0.221, 0.665] (p=0.087)","5.000 [5.000, 5.000] (p=3.055e-76)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.270 [0.000, 0.571] (p=0.375)","0.398 [0.241, 0.666] (p=0.068)","5.000 [5.000, 5.000] (p=3.055e-76)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.450 [0.140, 0.725] (p=0.184)","0.462 [0.272, 0.770] (p=0.408)","3.000 [3.000, 3.000] (p=9.879e-62)","1.000 [0.667, 1.000] (p=0.000e+00)"
Lasso,"0.315 [0.161, 0.458] (p=0.765)","0.476 [0.298, 0.726] (p=1.0)","0.000 [0.000, 0.000] (p=6.205e-01)","0.000 [0.000, 0.000] (p=9.938e-01)"
Lasso 1SE,"0.315 [0.172, 0.458] (p=0.747)","0.476 [0.269, 0.715] (p=1.0)","0.000 [0.000, 0.000] (p=6.205e-01)","0.000 [0.000, 0.000] (p=9.938e-01)"
ElasticNet,"0.590 [0.319, 0.854] (p=0.01)","0.567 [0.347, 0.916] (p=0.045)","0.000 [0.000, 0.000] (p=4.331e-01)","0.000 [0.000, 0.000] (p=1.518e-23)"
