,ROC AUC,Average Precision,N features,CVS
STABL,"0.825 [0.615, 0.982]","0.812 [0.552, 0.984]","13.000 [9.500, 16.500]","0.383 [0.000, 0.533]"
SS 03,"0.860 [0.640, 1.000] (p=0.356)","0.917 [0.752, 1.000] (p=0.225)","15.000 [14.000, 16.000] (p=1.524e-01)","0.722 [0.561, 0.789] (p=2.117e-38)"
SS 05,"0.840 [0.604, 1.000] (p=0.42)","0.902 [0.725, 1.000] (p=0.282)","12.000 [11.000, 13.000] (p=5.219e-01)","0.690 [0.544, 0.786] (p=2.227e-35)"
SS 08,"0.550 [0.273, 0.798] (p=0.041)","0.678 [0.403, 0.897] (p=0.109)","5.000 [5.000, 5.000] (p=8.826e-04)","0.600 [0.429, 0.667] (p=2.625e-21)"
Lasso,"0.810 [0.590, 1.000] (p=0.425)","0.865 [0.645, 0.991] (p=0.409)","18.000 [16.000, 18.250] (p=3.286e-02)","0.619 [0.524, 0.712] (p=2.646e-26)"
Lasso 1SE,"0.870 [0.677, 1.000] (p=0.279)","0.899 [0.729, 1.000] (p=0.33)","17.500 [16.000, 19.000] (p=2.616e-02)","0.636 [0.542, 0.722] (p=1.084e-27)"
ElasticNet,"0.910 [0.771, 1.000] (p=0.161)","0.937 [0.809, 1.000] (p=0.232)","72.000 [57.000, 105.500] (p=6.541e-08)","0.577 [0.465, 0.689] (p=2.387e-19)"
