,Associated weight
CCR2pcMC_predictions,9.886180904158394
CCR2nncMC_predictions,8.699798405377113
CD8Trm_predictions,8.567027322997623
CD41hiCD61hiPLT_predictions,8.010214699831675
CD4Trm_predictions,7.645290370535714
mDC_predictions,7.138451840111091
intMC_predictions,6.688119051759008
CD8Tem_predictions,5.679695558263479
Th1naive_predictions,5.470695760790464
MDSC_predictions,5.43577584835714
gdTcells_predictions,4.895891705601965
CD56brightCD16nNKcells_predictions,4.885698119225071
CD4Tem_predictions,4.869404354159064
CD56dimCD16pNKcells_predictions,3.930158699356073
Tregmem_predictions,3.896024021315787
CD8Tcm_predictions,3.392235148116003
Tregnaive_predictions,3.111160982142971
CD62LnAgedNeutrophils_predictions,2.4542107788994416
CD4Tnaive_predictions,2.0407189739776976
pDC_predictions,1.6542875290294956
CD8Tnaive_predictions,1.5751042297151063
CD62LpImmatureNeutrophils_predictions,1.3132978703126708
Th1mem_predictions,1.0817330973632755
NKT_predictions,0.9991315490571984
CD4Tcm_predictions,0.6976691752820774
CD61pCD41pPLT_predictions,0.42715288886522873
Bcells_predictions,0.031032719168058165
