,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.300 [0.101, 0.540]","0.477 [0.269, 0.739]","0.000 [0.000, 2.000]","0.000 [0.000, 0.000]",1.066e-01
SS 03,"0.675 [0.430, 0.889] (p=0.012)","0.657 [0.387, 0.919] (p=0.124)","6.000 [6.000, 6.000] (p=2.810e-78)","1.000 [1.000, 1.000] (p=0.000e+00)",1.697e-01
SS 05,"0.700 [0.437, 0.920] (p=0.014)","0.740 [0.451, 0.950] (p=0.039)","5.500 [5.000, 6.000] (p=1.035e-70)","0.833 [0.833, 1.000] (p=0.000e+00)",1.320e-01
SS 08,"0.525 [0.240, 0.808] (p=0.061)","0.592 [0.358, 0.893] (p=0.051)","1.000 [1.000, 1.000] (p=1.563e-01)","1.000 [0.000, 1.000] (p=0.000e+00)",8.794e-01
Lasso,"0.560 [0.292, 0.818] (p=0.086)","0.666 [0.387, 0.883] (p=0.067)","7.000 [6.000, 7.000] (p=2.077e-58)","0.750 [0.375, 0.875] (p=0.000e+00)",6.776e-01
Lasso 1SE,"0.560 [0.270, 0.818] (p=0.105)","0.666 [0.378, 0.895] (p=0.088)","7.000 [6.000, 7.000] (p=2.077e-58)","0.750 [0.375, 0.875] (p=0.000e+00)",6.776e-01
ElasticNet,"0.600 [0.303, 0.857] (p=0.068)","0.750 [0.516, 0.924] (p=0.032)","7.000 [5.500, 8.000] (p=1.259e-55)","0.750 [0.286, 0.875] (p=0.000e+00)",4.727e-01
