,ROC AUC,Average Precision,N features,CVS
STABL,"0.300 [0.113, 0.525]","0.477 [0.290, 0.742]","0.000 [0.000, 2.000]","0.000 [0.000, 0.000]"
SS 03,"0.675 [0.438, 0.886] (p=0.023)","0.657 [0.369, 0.908] (p=0.101)","6.000 [6.000, 6.000] (p=2.797e-78)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.700 [0.444, 0.923] (p=0.018)","0.740 [0.449, 0.954] (p=0.034)","5.500 [5.000, 6.000] (p=1.031e-70)","0.833 [0.833, 1.000] (p=0.000e+00)"
SS 08,"0.525 [0.239, 0.802] (p=0.06)","0.592 [0.354, 0.893] (p=0.063)","1.000 [1.000, 1.000] (p=1.147e-01)","1.000 [0.000, 1.000] (p=0.000e+00)"
Lasso,"0.570 [0.280, 0.844] (p=0.078)","0.691 [0.413, 0.903] (p=0.058)","7.000 [6.000, 7.000] (p=6.577e-59)","0.750 [0.375, 0.875] (p=0.000e+00)"
Lasso 1SE,"0.570 [0.274, 0.828] (p=0.083)","0.691 [0.409, 0.886] (p=0.059)","7.000 [6.000, 7.000] (p=6.577e-59)","0.750 [0.375, 0.875] (p=0.000e+00)"
ElasticNet,"0.600 [0.303, 0.880] (p=0.057)","0.750 [0.519, 0.939] (p=0.032)","7.000 [5.500, 8.000] (p=1.957e-56)","0.750 [0.286, 0.875] (p=0.000e+00)"
