,Mann-Whitney U-test,p-value
MDSC_STAT5,83.0,0.014019277113959953
CD41hiCD61hiPLT_STAT3,75.0,0.014931389578798809
Tregmem_S6,82.0,0.017257456083119765
CD8Tnaive_NFkB,81.0,0.0211339281291611
CD4Tem_NFkB,81.0,0.0211339281291611
NKT_p38,73.0,0.02539491366752695
CD4Tnaive_NFkB,80.0,0.025748080821108063
CD4Tem_S6,80.0,0.025748080821108063
CD8Trm_NFkB,79.0,0.031209012771740218
CD61pCD41pPLT_p38,68.5,0.05161180563527946
CD4Tcm_NFkB,76.0,0.053902557169387175
CD62LpImmatureNeutrophils_MAPKAPK2,73.0,0.06263443059875232
gdTcells_NFkB,75.0,0.06402210128302689
CD4Tcm_S6,75.0,0.06402210128302689
MDSC_STAT6,75.0,0.06402210128302689
CD41hiCD61hiPLT_STAT5,74.5,0.06597659753440305
CD8Tem_NFkB,74.0,0.07566157214388704
CCR2nncMC_p38,73.0,0.08224267002350609
CD8Tcm_NFkB,73.0,0.08897301170181328
Tregmem_NFkB,73.0,0.08897301170181328
CCR2nncMC_Frequency,27.0,0.08897301170181328
Tregmem_p38,64.0,0.10067946391366993
CD41hiCD61hiPLT_STAT6,64.0,0.10067946391366993
CD8Trm_p38,64.0,0.10067946391366993
CD8Tem_IkB,72.0,0.10410988966022681
CD41hiCD61hiPLT_NFkB,72.0,0.10410988966022681
CD41hiCD61hiPLT_S6,72.0,0.10410988966022681
MDSC_NFkB,72.0,0.10410988966022681
CD56dimCD16pNKcells_NFkB,72.0,0.10410988966022681
CD8Tcm_S6,72.0,0.10410988966022681
CD4Trm_ERK,29.0,0.12122450301291662
CCR2pcMC_NFkB,71.0,0.12122450301291662
Bcells_NFkB,71.0,0.12122450301291662
NKT_NFkB,71.0,0.12122450301291662
CD41hiCD61hiPLT_MAPKAPK2,69.5,0.13783840638617662
CD41hiCD61hiPLT_p38,70.0,0.1398679114797594
CD4Trm_MAPKAPK2,70.0,0.14046504815835495
CD61pCD41pPLT_S6,30.5,0.14938839803135548
CD61pCD41pPLT_ERK,65.0,0.14971082418939283
MDSC_ERK,69.5,0.15077333785344002
CD62LnAgedNeutrophils_p38,69.0,0.16197241048012612
Th1mem_CREB,69.0,0.16197241048012612
CD41hiCD61hiPLT_ERK,60.0,0.16807831903497028
CCR2nncMC_STAT6,64.0,0.17985386512073864
pDC_ERK,32.0,0.18521445816171678
CD8Tnaive_p38,59.5,0.19160110675259334
CD4Trm_p38,59.5,0.19160110675259334
CD56dimCD16pNKcells_p38,59.5,0.19160110675259334
MDSC_MAPKAPK2,67.0,0.21229383619233155
CD56brightCD16nNKcells_IkB,67.0,0.21229383619233155
mDC_Frequency,67.0,0.21229383619233155
CD4Tem_Frequency,33.0,0.21229383619233155
Bcells_S6,67.0,0.21229383619233155
intMC_STAT6,67.0,0.21229383619233155
mDC_STAT6,63.0,0.21428947867143555
CD4Tcm_p38,63.0,0.21428947867143555
CD41hiCD61hiPLT_CREB,65.5,0.2256913612968181
NKT_STAT3,65.0,0.2302122470181358
CD61pCD41pPLT_STAT5,65.0,0.2302122470181358
CD8Trm_S6,66.0,0.24132159301718004
CCR2pcMC_p38,66.0,0.24132159301718004
intMC_CREB,66.0,0.24132159301718004
NKT_IkB,66.0,0.24132159301718004
CD8Tcm_CREB,66.0,0.24132159301718004
gdTcells_CREB,66.0,0.24132159301718004
NKT_S6,66.0,0.24132159301718004
CD8Trm_Frequency,34.0,0.24132159301718004
CD8Tnaive_STAT3,65.0,0.2723141220596529
CD4Tem_STAT3,65.0,0.2723141220596529
CD56brightCD16nNKcells_CREB,65.0,0.27303633975118835
NKT_ERK,35.0,0.27303633975118835
NKT_CREB,65.0,0.27303633975118835
intMC_p38,65.0,0.27303633975118835
CD4Tnaive_CREB,65.0,0.27303633975118835
CD8Tem_Frequency,35.0,0.27303633975118835
CD8Trm_STAT3,60.0,0.3043054619114832
Tregmem_Frequency,64.0,0.3074894566186813
CD56dimCD16pNKcells_IkB,64.0,0.3074894566186813
Bcells_CREB,64.0,0.3074894566186813
CD4Tnaive_S6,64.0,0.3074894566186813
Th1mem_ERK,64.0,0.3074894566186813
CCR2nncMC_NFkB,36.0,0.3074894566186813
CCR2pcMC_CREB,64.0,0.3074894566186813
MDSC_CREB,64.0,0.3074894566186813
CD62LpImmatureNeutrophils_Frequency,36.0,0.3074894566186813
intMC_Frequency,36.0,0.3074894566186813
