,ROC AUC,Average Precision,N features,CVS
STABL,"0.310 [0.059, 0.573]","0.497 [0.250, 0.770]","10.500 [3.000, 17.250]","0.188 [0.000, 0.375]"
SS 03,"0.480 [0.200, 0.758] (p=0.082)","0.604 [0.343, 0.867] (p=0.185)","14.000 [13.000, 15.000] (p=3.553e-01)","0.556 [0.500, 0.643] (p=3.122e-49)"
SS 05,"0.395 [0.146, 0.687] (p=0.193)","0.496 [0.288, 0.801] (p=0.487)","7.500 [7.000, 8.000] (p=3.198e-01)","0.545 [0.424, 0.625] (p=3.315e-40)"
SS 08,"0.440 [0.176, 0.748] (p=0.202)","0.527 [0.263, 0.845] (p=0.445)","2.000 [1.750, 2.000] (p=3.339e-04)","0.333 [0.000, 0.667] (p=3.745e-07)"
Lasso,"0.390 [0.145, 0.659] (p=0.235)","0.553 [0.292, 0.809] (p=0.292)","10.000 [1.000, 13.000] (p=2.018e-01)","0.114 [0.000, 0.333] (p=1.143e-01)"
Lasso 1SE,"0.410 [0.150, 0.698] (p=0.203)","0.553 [0.303, 0.808] (p=0.265)","10.000 [0.000, 13.000] (p=1.689e-01)","0.000 [0.000, 0.333] (p=3.271e-03)"
ElasticNet,"0.140 [0.000, 0.353] (p=0.134)","0.362 [0.222, 0.629] (p=0.162)","2.500 [0.000, 13.250] (p=1.550e-01)","0.000 [0.000, 0.113] (p=1.457e-13)"
