,ROC AUC,Average Precision,N features,CVS
STABL,"0.430 [0.193, 0.688]","0.512 [0.258, 0.772]","1.000 [0.000, 4.500]","0.000 [0.000, 0.000]"
SS 03,"0.860 [0.656, 1.000] (p=0.006)","0.917 [0.767, 1.000] (p=0.0)","15.000 [14.000, 16.000] (p=1.684e-05)","0.706 [0.611, 0.789] (p=1.274e-64)"
SS 05,"0.850 [0.626, 1.000] (p=0.007)","0.904 [0.721, 1.000] (p=0.002)","12.000 [10.750, 13.000] (p=1.601e-04)","0.688 [0.538, 0.786] (p=1.921e-63)"
SS 08,"0.550 [0.240, 0.808] (p=0.272)","0.684 [0.445, 0.897] (p=0.145)","5.000 [4.000, 5.000] (p=2.076e-02)","0.571 [0.429, 0.667] (p=3.553e-57)"
Lasso,"0.880 [0.681, 1.000] (p=0.006)","0.917 [0.747, 1.000] (p=0.004)","17.000 [15.750, 18.000] (p=4.666e-06)","0.667 [0.600, 0.722] (p=9.793e-65)"
Lasso 1SE,"0.880 [0.679, 1.000] (p=0.006)","0.912 [0.750, 1.000] (p=0.005)","17.000 [15.750, 18.250] (p=4.681e-06)","0.681 [0.583, 0.750] (p=1.407e-64)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.005)","0.937 [0.795, 1.000] (p=0.002)","72.000 [57.000, 105.500] (p=5.265e-08)","0.575 [0.464, 0.689] (p=2.127e-59)"
