,ROC AUC,Average Precision,N features,CVS
STABL,"0.625 [0.340, 0.891]","0.747 [0.515, 0.925]","2.000 [0.000, 6.250]","0.000 [0.000, 0.125]"
SS 03,"0.870 [0.636, 1.000] (p=0.055)","0.922 [0.762, 1.000] (p=0.01)","15.000 [14.000, 16.000] (p=4.867e-07)","0.706 [0.611, 0.800] (p=1.481e-63)"
SS 05,"0.850 [0.640, 1.000] (p=0.053)","0.904 [0.716, 1.000] (p=0.026)","12.000 [10.750, 13.000] (p=2.253e-06)","0.688 [0.538, 0.786] (p=3.719e-62)"
SS 08,"0.550 [0.273, 0.802] (p=0.299)","0.684 [0.404, 0.885] (p=0.293)","5.000 [4.000, 5.000] (p=1.298e-01)","0.571 [0.429, 0.729] (p=7.492e-56)"
Lasso,"0.890 [0.698, 1.000] (p=0.027)","0.921 [0.761, 1.000] (p=0.008)","17.000 [16.000, 18.250] (p=1.194e-07)","0.636 [0.565, 0.714] (p=1.424e-62)"
Lasso 1SE,"0.860 [0.655, 1.000] (p=0.02)","0.883 [0.651, 1.000] (p=0.027)","17.500 [16.000, 18.000] (p=1.193e-07)","0.652 [0.565, 0.765] (p=1.077e-62)"
ElasticNet,"0.910 [0.719, 1.000] (p=0.008)","0.937 [0.804, 1.000] (p=0.002)","72.000 [57.750, 105.500] (p=5.979e-08)","0.575 [0.465, 0.693] (p=4.139e-58)"
