,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.650]","0.526 [0.300, 0.750]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.480 [0.190, 0.768] (p=0.321)","0.604 [0.322, 0.856] (p=0.263)","14.000 [13.000, 15.000] (p=1.017e-08)","0.556 [0.500, 0.643] (p=1.184e-72)"
SS 05,"0.395 [0.141, 0.692] (p=0.209)","0.496 [0.286, 0.825] (p=0.399)","7.500 [7.000, 8.000] (p=9.446e-09)","0.545 [0.424, 0.625] (p=1.139e-72)"
SS 08,"0.440 [0.172, 0.710] (p=0.29)","0.527 [0.315, 0.831] (p=0.501)","2.000 [1.750, 2.000] (p=3.351e-08)","0.333 [0.000, 0.667] (p=7.624e-44)"
Lasso,"0.410 [0.140, 0.717] (p=0.173)","0.589 [0.310, 0.819] (p=0.299)","8.500 [1.000, 12.000] (p=2.512e-06)","0.125 [0.000, 0.368] (p=9.628e-36)"
Lasso 1SE,"0.430 [0.160, 0.707] (p=0.228)","0.589 [0.321, 0.819] (p=0.258)","8.500 [0.000, 12.000] (p=2.283e-05)","0.000 [0.000, 0.357] (p=8.717e-27)"
ElasticNet,"0.110 [0.000, 0.292] (p=0.002)","0.355 [0.206, 0.625] (p=0.006)","2.500 [0.000, 13.250] (p=1.971e-04)","0.000 [0.000, 0.113] (p=1.229e-17)"
