,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.743]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.250 [0.061, 0.500] (p=0.027)","0.391 [0.233, 0.654] (p=0.027)","8.000 [8.000, 9.000] (p=9.634e-09)","0.500 [0.429, 0.600] (p=1.117e-72)"
SS 05,"0.520 [0.258, 0.781] (p=0.406)","0.568 [0.326, 0.853] (p=0.445)","1.000 [0.000, 2.000] (p=8.844e-05)","0.000 [0.000, 0.500] (p=2.233e-17)"
SS 08,"0.500 [0.500, 0.500] (p=0.498)","0.500 [0.300, 0.700] (p=0.504)","0.000 [0.000, 0.000] (p=3.421e-01)","0.000 [0.000, 0.000] (p=1.000e+00)"
Lasso,"0.380 [0.146, 0.635] (p=0.143)","0.495 [0.279, 0.774] (p=0.307)","6.000 [0.000, 11.250] (p=2.475e-05)","0.000 [0.000, 0.250] (p=2.132e-25)"
Lasso 1SE,"0.420 [0.180, 0.680] (p=0.203)","0.495 [0.279, 0.785] (p=0.326)","6.000 [0.000, 11.250] (p=1.848e-04)","0.000 [0.000, 0.195] (p=1.480e-18)"
ElasticNet,"0.170 [0.011, 0.394] (p=0.018)","0.370 [0.220, 0.629] (p=0.038)","2.500 [0.000, 13.250] (p=1.971e-04)","0.000 [0.000, 0.113] (p=1.229e-17)"
