,Mann-Whitney U-test,p-value
Myeloid Granulocytes_stromal_Ki67,300.0,0.0001832055884456657
Myeloid Granulocytes_stromal_GranzymeB,328.0,0.0006357729760718649
CD4 T cells naive_stromal_pS6,387.0,0.006275002598489815
CD8 T cells_intratumor_CD36,857.0,0.007106788708709161
CD4 T cells regulatory_stromal_pS6,403.0,0.010684032076060812
CD8 T cells_stromal_pS6,403.0,0.010829464506088503
CD4 T cells naive_tumorfront_pS6,411.5,0.014287747928382038
CD4 T cells memory_stromal_pS6,415.5,0.016229153994400343
B cells_stromal_pS6,420.0,0.018653303126898155
CD4 T cells naive_stromal_pCREB,420.0,0.018687955398992644
CD4 T cells memory_stromal_CD44,822.5,0.022128351141190248
CD4 T cells regulatory_stromal_CD44,821.0,0.022905700590247578
Vessel_stromal_pERK,427.5,0.023509931044995054
Fibroblasts_stromal_pS6,428.0,0.02386798279548217
Vessel_stromal_pCREB,430.0,0.02534291853850042
Tumor non-proliferating_stromal_pS6,432.0,0.026615187333436693
Vessel_stromal_pS6,438.0,0.03205812419612794
CD8 T cells_stromal_pCREB,438.0,0.03205812419612794
Tumor non-proliferating_stromal_VEGF,443.0,0.036411814329998245
Myeloid DCs_stromal_CD44,802.5,0.03893198992968145
CD4 T cells naive_stromal_CD44,803.0,0.03913245578060386
Myeloid Monocytes_stromal_pS6,445.0,0.03913245578060386
Vessel_stromal_VEGF,446.0,0.04024405719147182
Fibroblasts_tumorfront_pCREB,447.0,0.041382323153365444
Myeloid M1 macrophages_stromal_CD44,797.0,0.04621177440733643
Myeloid Granulocytes_stromal_pERK,452.0,0.04742189455589404
Fibroblasts_tumorfront_pS6,453.0,0.04879926562120192
Vessel_stromal_pSTAT3,456.0,0.05289986219071005
Myeloid Granulocytes_stromal_CD44,791.0,0.05422682075573093
Fibroblasts_stromal_pERK,457.0,0.054325856393536015
CD4 T cells naive_stromal_VEGF,458.0,0.05580439795722975
Myeloid Granulocytes_tumorfront_CD44,788.5,0.056634198962760195
Fibroblasts_stromal_CD44,789.0,0.05730151521391568
Myeloid M1 macrophages_stromal_CD36,789.0,0.05730151521391568
Tumor non-proliferating_intratumor_CD36,789.0,0.05730151521391568
CD4 T cells naive_tumorfront_pERK,460.5,0.059599018744613916
Tumor non-proliferating_tumorfront_pERK,461.0,0.06039603825697721
Myeloid M1 macrophages_stromal_pS6,461.0,0.06039603825697721
Myeloid M1 macrophages_stromal_pERK,461.5,0.06118009488276218
Vessel_tumorfront_pCREB,462.0,0.06199450599851059
Fibroblasts_tumorfront_pERK,462.5,0.06280457039276607
Myeloid Monocytes_stromal_VEGF,463.5,0.06445547993609864
CD8 T cells_stromal_pNFkB,464.0,0.06529427186275694
Myeloid Granulocytes_stromal_pS6,465.0,0.06692103756822436
CD4 T cells memory_stromal_pCREB,465.5,0.06786480588786623
Fibroblasts_tumorfront_CD44,780.5,0.07142108315905056
CD8 T cells_tumorfront_CD44,779.0,0.07418734569274332
Vessel_tumorfront_pERK,469.0,0.0741897717194415
Tumor non-proliferating_stromal_pERK,470.5,0.07633455036270027
Tumor non-proliferating_stromal_pCREB,471.0,0.07746495986432293
Myeloid Granulocytes_stromal_pNFkB,471.0,0.07780421061476592
Myeloid M2 macrophages_stromal_pS6,471.5,0.0789919237643451
Myeloid Monocytes_stromal_pERK,472.0,0.07998510632017909
Myeloid Granulocytes_tumorfront_pMAPKAPK2,775.0,0.08025353568280452
Tumor non-proliferating_intratumor_pSTAT1,775.0,0.08199673387975082
Myeloid M1 macrophages_stromal_pCREB,473.0,0.08199673387975082
B cells_stromal_pCREB,475.0,0.0860509102285497
CD4 T cells naive_tumorfront_pCREB,476.5,0.08935996611025884
B cells_stromal_VEGF,477.0,0.09030583834440722
Tumor proliferating_tumorfront_pSTAT3,478.0,0.09252523121155946
Myeloid M2 macrophages_stromal_CD44,769.5,0.0938026745602926
Myeloid Monocytes_stromal_CD44,769.0,0.0949433622451961
Vessel_tumorfront_pS6,480.0,0.09725239768164202
Vessel_stromal_GranzymeB,481.0,0.09960610968963711
Myeloid Granulocytes_tumorfront_CD36,764.0,0.10529250287279297
CD4 T cells memory_tumorfront_pSTAT1,763.5,0.10809729537836489
Myeloid DCs_tumorfront_CD44,760.0,0.11027272850390471
Myeloid Monocytes_stromal_pCREB,486.0,0.11206379345459697
CD4 T cells naive_stromal_pNFkB,486.0,0.11206379345459697
Myeloid M1 macrophages_stromal_pNFkB,488.0,0.11737848564816289
Tumor non-proliferating_stromal_E-Cadherin,489.0,0.11897715886314587
CD8 T cells_stromal_pp38,489.0,0.1201090171529209
Fibroblasts_stromal_pCREB,489.0,0.1201090171529209
Vessel_stromal_pNFkB,490.0,0.12288903724039862
Tumor non-proliferating_tumorfront_pMAPKAPK2,490.0,0.12288903724039862
Myeloid M1 macrophages_tumorfront_pCREB,490.0,0.12288903724039862
Myeloid Monocytes_tumorfront_pCREB,491.5,0.12714980488312347
Myeloid Granulocytes_stromal_pSTAT3,492.0,0.12767939327247857
CD8 T cells_intratumor_GranzymeB,756.0,0.12789435447122485
Vessel_tumorfront_VEGF,492.0,0.12859961492757466
Myeloid M2 macrophages_stromal_pSTAT1,755.5,0.12995917856535685
CD8 T cells_stromal_VEGF,494.0,0.134514319137913
Myeloid M2 macrophages_tumorfront_pS6,495.0,0.1373647584553692
CD8 T cells_intratumor_CD44,752.0,0.13990429496050727
Vessel_stromal_pMAPKAPK2,497.0,0.1437778946914969
CD8 T cells_stromal_CD44,751.0,0.1437778946914969
Vessel_stromal_Ki67,497.5,0.1453345473441318
CD4 T cells memory_tumorfront_pCREB,497.5,0.1453345473441318
Myeloid M1 macrophages_tumorfront_pS6,498.0,0.14697212290077816
Tumor non-proliferating_stromal_pMAPKAPK2,499.0,0.1489741662090248
Fibroblasts_tumorfront_pNFkB,499.0,0.15021691868015102
CD8 T cells_intratumor_E-Cadherin,748.0,0.15276380489163616
CD8 T cells_tumorfront_CD36,748.0,0.15350921782353286
Tumor non-proliferating_tumorfront_pSTAT1,748.0,0.15352300952725412
Myeloid DCs_tumorfront_CD36,745.0,0.15555460907407842
Tumor proliferating_intratumor_CD44,746.0,0.16017088955721692
Tumor proliferating_tumorfront_CD44,746.0,0.16022347483169586
Fibroblasts_tumorfront_VEGF,502.0,0.16029357795454868
Fibroblasts_tumorfront_pMAPKAPK2,502.0,0.16029357795454868
CD4 T cells memory_stromal_pSTAT1,745.5,0.16200337895428496
CD8 T cells_stromal_pERK,504.0,0.16728745825983726
CD4 T cells memory_tumorfront_pS6,504.5,0.16903549943517526
CD4 T cells naive_stromal_pERK,504.5,0.16906766129748008
CD8 T cells_intratumor_pNFkB,743.0,0.17007935555527365
B cells_stromal_pNFkB,505.0,0.17066833487697153
Myeloid Granulocytes_tumorfront_pSTAT1,739.5,0.1716073744582196
Myeloid M2 macrophages_tumorfront_CD44,741.0,0.17800080909088
CD4 T cells naive_tumorfront_CD44,739.5,0.18385444893441572
Myeloid M2 macrophages_tumorfront_pCREB,509.0,0.18556524149500908
Myeloid M2 macrophages_tumorfront_pp38,738.5,0.18738928659661025
CD4 T cells naive_tumorfront_VEGF,509.5,0.18769653692407273
Tumor proliferating_intratumor_pERK,510.0,0.18951342770138124
Myeloid M2 macrophages_tumorfront_VEGF,511.0,0.19336479866504774
CD4 T cells naive_stromal_E-Cadherin,511.0,0.193574036578668
Myeloid Granulocytes_stromal_VEGF,512.0,0.1973499357585612
CD4 T cells regulatory_tumorfront_E-Cadherin,734.0,0.19793556151821023
Tumor non-proliferating_stromal_pNFkB,513.0,0.20023551995228006
Tumor proliferating_intratumor_E-Cadherin,735.0,0.20148190641497743
Fibroblasts_tumorfront_pSTAT1,735.0,0.20156130335116074
Vessel_tumorfront_CD36,735.0,0.20161422400942708
Myeloid M1 macrophages_tumorfront_pERK,513.0,0.20161422400942708
CD4 T cells regulatory_tumorfront_CD44,733.0,0.20305523267876535
Myeloid Monocytes_tumorfront_pS6,513.5,0.20365800203354156
CD4 T cells naive_tumorfront_pMAPKAPK2,513.5,0.20365800203354156
Tumor proliferating_intratumor_CD36,734.0,0.20559139475967492
Myeloid Granulocytes_stromal_CD36,733.0,0.20968115967748324
Myeloid Granulocytes_stromal_pCREB,515.0,0.20976145445763572
Myeloid Monocytes_tumorfront_CD44,732.5,0.2119995994362568
Myeloid DCs_stromal_pp38,516.5,0.21363603343145443
Myeloid Granulocytes_tumorfront_pp38,730.5,0.21681668028833145
Tumor non-proliferating_tumorfront_pCREB,517.0,0.21841972581376634
CD4 T cells memory_stromal_VEGF,517.5,0.22058531710525275
B cells_stromal_GranzymeB,518.0,0.2226382772136628
Fibroblasts_stromal_pNFkB,518.0,0.22276630012295695
Myeloid M1 macrophages_tumorfront_CD36,730.0,0.22277405736429834
Tumor non-proliferating_tumorfront_pSTAT3,518.5,0.22496659898683147
Myeloid M2 macrophages_stromal_pCREB,518.5,0.22497048647573525
Fibroblasts_stromal_pSTAT1,728.0,0.2315391982608186
CD4 T cells memory_tumorfront_CD36,727.5,0.23389158059066883
Tumor non-proliferating_intratumor_E-Cadherin,727.0,0.23620884907680095
Myeloid M2 macrophages_stromal_CD36,726.0,0.24079615594810544
Myeloid DCs_stromal_pCREB,523.0,0.24403355262633963
Tumor non-proliferating_tumorfront_VEGF,523.0,0.24547783173687754
Vessel_tumorfront_pSTAT3,523.0,0.24547783173687754
B cells_stromal_E-Cadherin,523.5,0.24769165003181204
CD4 T cells memory_stromal_CD36,724.5,0.2478264810902847
B cells_stromal_CD44,724.0,0.25006775426643535
Myeloid M1 macrophages_stromal_VEGF,524.0,0.2502067772474761
Vessel_tumorfront_CD44,724.0,0.2502067772474761
CD4 T cells memory_tumorfront_VEGF,524.5,0.2525551814464764
Fibroblasts_stromal_VEGF,524.5,0.2525790483616077
CD4 T cells naive_tumorfront_CD36,723.5,0.2525909810578346
Myeloid DCs_stromal_VEGF,525.0,0.2527592547052806
Tumor proliferating_tumorfront_pERK,526.0,0.2597747235070824
CD4 T cells regulatory_tumorfront_pS6,528.0,0.2635016849738113
Tumor proliferating_intratumor_pSTAT1,720.5,0.2670287958326494
