,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.430 [0.187, 0.720]","0.580 [0.304, 0.828]","1.000 [0.000, 4.000]","0.000 [0.000, 0.333]",6.117e-01
SS 03,"0.240 [0.060, 0.490] (p=0.051)","0.402 [0.221, 0.684] (p=0.081)","4.000 [4.000, 4.000] (p=2.042e-46)","1.000 [1.000, 1.000] (p=0.000e+00)",5.390e-02
SS 05,"0.240 [0.044, 0.479] (p=0.043)","0.402 [0.223, 0.719] (p=0.046)","4.000 [4.000, 4.000] (p=2.042e-46)","1.000 [1.000, 1.000] (p=0.000e+00)",5.390e-02
SS 08,"0.240 [0.059, 0.510] (p=0.046)","0.402 [0.223, 0.707] (p=0.075)","4.000 [4.000, 4.000] (p=2.042e-46)","1.000 [1.000, 1.000] (p=0.000e+00)",5.390e-02
Lasso,"0.350 [0.200, 0.500] (p=0.293)","0.430 [0.248, 0.656] (p=0.121)","0.000 [0.000, 0.000] (p=1.137e-17)","0.000 [0.000, 0.000] (p=0.000e+00)",7.787e-02
Lasso 1SE,"0.350 [0.208, 0.500] (p=0.266)","0.430 [0.238, 0.664] (p=0.106)","0.000 [0.000, 0.000] (p=1.137e-17)","0.000 [0.000, 0.000] (p=0.000e+00)",7.787e-02
ElasticNet,"0.370 [0.131, 0.647] (p=0.35)","0.441 [0.252, 0.757] (p=0.189)","0.000 [0.000, 0.000] (p=9.201e-24)","0.000 [0.000, 0.000] (p=0.000e+00)",3.447e-01
