,ROC AUC,Average Precision,N features,CVS
STABL,"0.430 [0.160, 0.703]","0.580 [0.310, 0.830]","1.000 [0.000, 4.000]","0.000 [0.000, 0.333]"
SS 03,"0.240 [0.044, 0.484] (p=0.048)","0.402 [0.230, 0.719] (p=0.059)","4.000 [4.000, 4.000] (p=2.042e-46)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.240 [0.042, 0.480] (p=0.042)","0.402 [0.240, 0.687] (p=0.071)","4.000 [4.000, 4.000] (p=2.042e-46)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.240 [0.051, 0.479] (p=0.04)","0.402 [0.232, 0.690] (p=0.067)","4.000 [4.000, 4.000] (p=2.042e-46)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.350 [0.200, 0.500] (p=0.281)","0.430 [0.242, 0.656] (p=0.113)","0.000 [0.000, 0.000] (p=1.137e-17)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.350 [0.200, 0.500] (p=0.301)","0.430 [0.225, 0.662] (p=0.114)","0.000 [0.000, 0.000] (p=1.137e-17)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.620 [0.323, 0.880] (p=0.139)","0.757 [0.507, 0.930] (p=0.103)","0.000 [0.000, 0.000] (p=9.201e-24)","0.000 [0.000, 0.000] (p=0.000e+00)"
