,ROC AUC,Average Precision,N features,CVS
STABL,"0.405 [0.273, 0.500]","0.476 [0.250, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.470 [0.182, 0.736] (p=0.344)","0.603 [0.319, 0.861] (p=0.074)","15.000 [14.000, 16.250] (p=1.353e-08)","0.447 [0.364, 0.526] (p=1.801e-72)"
SS 05,"0.480 [0.209, 0.730] (p=0.332)","0.606 [0.348, 0.860] (p=0.085)","14.500 [14.000, 16.000] (p=1.278e-08)","0.450 [0.368, 0.526] (p=1.788e-72)"
SS 08,"0.480 [0.209, 0.760] (p=0.355)","0.606 [0.330, 0.866] (p=0.084)","14.000 [14.000, 15.000] (p=1.265e-08)","0.450 [0.376, 0.526] (p=1.783e-72)"
Lasso,"0.190 [0.050, 0.396] (p=0.039)","0.379 [0.218, 0.632] (p=0.006)","1.000 [0.000, 8.000] (p=7.968e-03)","0.000 [0.000, 0.000] (p=5.581e-12)"
Lasso 1SE,"0.180 [0.055, 0.360] (p=0.037)","0.374 [0.210, 0.624] (p=0.003)","0.500 [0.000, 5.750] (p=7.964e-03)","0.000 [0.000, 0.000] (p=5.677e-12)"
ElasticNet,"0.320 [0.071, 0.604] (p=0.297)","0.505 [0.282, 0.767] (p=0.368)","8.500 [2.250, 81.500] (p=4.937e-05)","0.067 [0.000, 0.293] (p=1.818e-31)"
