,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,[],0
Fold 2,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 3,[],0
Fold 4,"['STAT5', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",8
Fold 5,['STAT6'],1
Fold 6,[],0
Fold 7,"['STAT5', 'STAT3', 'ERK']",3
Fold 8,[],0
Fold 9,[],0
Fold 10,[],0
Fold 11,"['STAT5', 'STAT3', 'ERK']",3
Fold 12,[],0
Fold 13,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 14,"['STAT5', 'p38', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 15,[],0
Fold 16,[],0
Fold 17,[],0
Fold 18,[],0
Fold 19,[],0
Fold 20,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 21,[],0
Fold 22,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 23,['STAT6'],1
Fold 24,"['STAT5', 'p38', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 25,[],0
Fold 26,[],0
Fold 27,[],0
Fold 28,"['STAT5', 'STAT3', 'ERK']",3
Fold 29,[],0
Fold 30,"['STAT5', 'STAT3', 'ERK']",3
Fold 31,[],0
Fold 32,[],0
Fold 33,[],0
Fold 34,[],0
Fold 35,"['STAT5', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",8
Fold 36,[],0
Fold 37,[],0
Fold 38,[],0
Fold 39,[],0
Fold 40,[],0
Fold 41,[],0
Fold 42,[],0
Fold 43,"['STAT5', 'STAT3', 'ERK']",3
Fold 44,['STAT6'],1
Fold 45,[],0
Fold 46,[],0
Fold 47,[],0
Fold 48,"['STAT5', 'p38', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 49,[],0
Fold 50,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 51,[],0
Fold 52,[],0
Fold 53,[],0
Fold 54,[],0
Fold 55,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 56,"['STAT5', 'STAT3', 'ERK']",3
Fold 57,[],0
Fold 58,[],0
Fold 59,"['STAT5', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",8
Fold 60,[],0
Fold 61,[],0
Fold 62,[],0
Fold 63,"['STAT5', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",8
Fold 64,[],0
Fold 65,[],0
Fold 66,"['STAT5', 'p38', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 67,[],0
Fold 68,[],0
Fold 69,[],0
Fold 70,['STAT6'],1
Fold 71,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 72,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 73,[],0
Fold 74,[],0
Fold 75,"['STAT5', 'STAT3', 'ERK']",3
Fold 76,[],0
Fold 77,[],0
Fold 78,"['STAT5', 'STAT3', 'ERK']",3
Fold 79,[],0
Fold 80,['STAT6'],1
Fold 81,"['STAT5', 'STAT3', 'ERK']",3
Fold 82,[],0
Fold 83,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 84,[],0
Fold 85,[],0
Fold 86,[],0
Fold 87,[],0
Fold 88,[],0
Fold 89,"['STAT5', 'p38', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 90,[],0
Fold 91,"['STAT5', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",8
Fold 92,[],0
Fold 93,[],0
Fold 94,[],0
Fold 95,[],0
Fold 96,[],0
Fold 97,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 98,[],0
Fold 99,"['STAT5', 'STAT3', 'ERK']",3
Fold 100,"['STAT5', 'STAT3', 'ERK']",3
Fold 101,[],0
Fold 102,"['STAT5', 'p38', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 103,['STAT6'],1
Fold 104,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 105,[],0
Fold 106,[],0
Fold 107,[],0
Fold 108,[],0
Fold 109,"['STAT5', 'STAT3', 'ERK']",3
Fold 110,[],0
Fold 111,"['STAT5', 'p38', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",9
Fold 112,[],0
Fold 113,[],0
Fold 114,[],0
Fold 115,"['STAT5', 'STAT3', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2', 'Frequency']",8
Fold 116,[],0
Fold 117,[],0
Fold 118,[],0
