,Fold n°1,Fold n°2,Fold n°3,Fold n°4,Fold n°5,Fold n°6,Fold n°7,Fold n°8,Fold n°9,Fold n°10,Fold n°11,Fold n°12,Fold n°13,Fold n°14,Fold n°15,Fold n°16,Fold n°17,Fold n°18,Fold n°19,Fold n°20,Fold n°21,Fold n°22,Fold n°23,Fold n°24,Fold n°25,Fold n°26,Fold n°27,Fold n°28,Fold n°29,Fold n°30,Fold n°31,Fold n°32,Fold n°33,Fold n°34,Fold n°35,Fold n°36,Fold n°37,Fold n°38,Fold n°39,Fold n°40,Fold n°41,Fold n°42,Fold n°43,Fold n°44,Fold n°45,Fold n°46,Fold n°47,Fold n°48,Fold n°49,Fold n°50
Granulocytes_156Gd_IkB_IL246,0.6092118937091695,1.5391739826517112,0.3173810265940004,3.9407136843957002,1.4095301535781377,4.094289865254886,1.6874833468364159,0.0,2.21203070990963,0.0,0.4967563639012891,4.159094741216834,0.0,2.881368283595392,5.93087769452502,1.3005530039528312,2.5127414402132078,0.0,1.5943911776005506,0.0,0.0,4.208356101303554,1.2493046686284404,2.3197683032302843,0.1761543284160551,1.7716090847941017,2.141056701988579,0.5603533151438327,3.413643181431922,0.0,2.1129741174022256,2.209866168785024,0.0,2.324850534280951,0.15522204917833435,0.6645895349608706,1.1323788227302862,1.0726586001313874,0.9569849295634557,2.40377016168673,2.685418077750875,6.032173806325488,0.0,1.744125717655306,1.3914311840692821,0.9195758840597531,1.1793299330403562,0.3396399086512056,1.654453404032044,0.048520827085837534
Granulocytes_156Gd_IkB_LPS,1.4211790168124492,2.2492768284257294,0.0,1.8281834469896203,3.2326616636677907,6.1038442676390545,0.8043210000678664,-0.020802175699157405,2.015578087494887,1.288360936060106,1.7829067015341271,1.982025032184663,-0.0,2.5904257601701723,0.5046623845396508,2.642054988852684,0.1385277270551299,-0.0,0.5830568263161076,3.070902156590862,0.8296089335689324,4.237346896525764,0.0,0.6135436943590433,1.307529758511718,2.3372735103956583,0.7480853934696627,0.139643547213994,2.344921168925481,1.6775390321250587,3.769986986660823,-0.0,-0.0,1.8449340321665266,2.033247078401326,1.8683487630532696,1.3944849047387267,-0.0,0.46070512258723706,4.489557921193623,1.5453343472632226,6.474563710123232,-0.48063712195632713,1.2976295114611562,3.413415762023771,2.703864908810924,0.7446106081588793,0.0,0.7097505788267048,0.666261746126642
Granulocytes_156Gd_IkB_unstim,-0.0,-3.0884511100682146,0.2697618766649759,-0.0677198814662731,-2.0042798365306433,-4.936533325660464,-0.9190708293667753,1.3033979839634815,-0.729115176345637,-0.0,-0.7032688727691513,-2.6157708700619104,0.5839820968767476,-1.2091413955118013,-0.0,-1.1938953427132386,-0.3569400768458517,0.7314288399755421,-0.0,-4.628323138625132,-0.2839364799846862,-4.340044726618702,0.0,-0.0,-0.0,-1.8161720091576241,-0.5534254376981941,0.0,-0.9485616288071,-0.0,-2.4452706243336744,-0.0,0.5101731804870339,-0.5067268027821048,-0.6326542605420707,-0.6062539458114807,-0.7158141551936084,1.0429626852511975,-0.0,-3.2977668904939827,-1.6167141956141757,-6.605629094075083,1.8248108814595916,-0.27618339509898565,-0.8880122289422685,-1.2052655936147825,-1.3706941733585005,0.0,-0.0,-0.0
Granulocytes_159Tb_MAPKAPK2_GMCSF,-4.463811279863011,3.2821756722684543,0.4918695881129408,7.251977405418398,3.4994996618527523,-2.5405886568992706,-0.0,-0.0,3.109584536713753,1.5609429179252665,-3.2215802187412845,-0.0,0.5247829906016859,2.9307549143233467,34.36629415589852,-2.630177798493155,-1.0244637586397984,0.07893786474740502,1.6497360219029327,32.77288751662472,-0.8779888895097336,-1.4457559290453768,0.0,3.694054124829098,0.0,-3.609326169226203,0.0744738255159985,0.0,4.197736103861122,1.7552472258457337,-4.228820024881057,5.3004405131942445,-1.1172183907156252,4.877752620422254,6.902338467519454,-4.847036442769686,2.430234880852218,0.0,1.636591584671958,16.033221562062103,-0.0,-3.8774819983931805,2.656739608175084,2.7317120514493167,6.442476145188876,-6.387301303437292,5.711159119281138,0.0,2.0672375466493698,1.9237690605592896
Granulocytes_159Tb_MAPKAPK2_IL246,0.0,1.1280160082113666,0.2512264383435058,1.0289682678689547,0.9019317667799983,0.0,0.571155877155482,0.5344619459047177,0.3512652859259577,0.24322103623655975,0.0,1.6230672530638015,0.0,0.8948287567294653,3.342380560861664,0.0,0.839291338682901,0.3514124592214641,0.23529049458508494,3.678762057781876,0.0,0.7572330942911027,0.4222610698305883,0.3936237590722843,0.0,0.0,0.0,0.5289113184776888,1.0322002393356478,0.18194651557755734,0.0,0.14984535755697537,0.143316714463966,0.441360044905535,1.3563060931355075,0.0,0.4553963596900514,0.5487144787516288,0.0,2.028629695536386,0.0,1.2268542881172602,0.6073700441903688,0.4399363692156429,0.8309168020552656,0.0,0.8547996025556854,0.0,0.12078907393848132,0.11535391547217361
Granulocytes_159Tb_MAPKAPK2_LPS,-10.494040417072362,-6.733887028838984,-11.385097532095422,-16.553382597436585,-24.926294939689015,-12.530127097553642,-5.012925556142334,-12.142879034397144,-15.288591699387872,-18.876789269737753,-6.244662193301908,-6.822119029598313,-8.684596529084114,-24.43637958481541,-39.603566125629726,-8.870864608448349,-8.023879039122793,-8.730857269581024,-11.662600848950873,-54.330754514471515,-4.627446309118201,-17.242966887382718,-7.999104958534666,-14.825470378882379,-14.030196506840877,-5.864575256655472,-10.554318733801455,-10.740728142488477,-23.80079230686214,-16.635086212744746,-7.675764350582291,-8.488640890170354,-9.587951890721952,-14.077609450032352,-31.87032148405528,-6.777910264913001,-16.37914104995888,-10.211595724772707,-8.027796283109748,-29.30845854880711,-8.817196887472956,-9.755489997951077,-21.659218389144453,-12.81957850900297,-27.7115725741713,-13.538868418232557,-12.210945680866875,-6.244734439082219,-9.335765875983016,-14.411562174956622
Granulocytes_159Tb_MAPKAPK2_unstim,1.08757671547136,2.834171785174671,1.9719124635682674,2.567967576868361,3.451566940418699,2.7339249421543563,2.560991130529412,1.746893682652541,1.3213010322472147,2.6911262080640497,0.9520550448551285,4.152983715004258,1.3504357944674652,1.8628417323787942,7.785785284255304,0.9677747163383589,2.296658920077925,2.102175293800343,1.4723629304997456,7.517988534432488,1.595148542756726,4.241129084996361,1.5662094761291472,1.5826441750448428,1.415041397523649,1.3442174548935135,3.417777853921508,1.8415719111967814,1.9631072185135203,2.4968890664753696,1.2892525585232273,4.345262210196363,1.229314797497843,1.763727356080242,3.6380903824862716,0.754209655460196,3.491325331111883,2.0058060828074114,1.0444768575080339,4.822294045627187,2.925777361654302,4.092731915896531,3.138117225047999,1.6740860661429984,2.4236264894306894,1.4714642500018849,3.996829434302405,0.8200400935182323,1.26490451503981,2.1347307406934
Granulocytes_166Er_NFkB_GMCSF,0.6878275211688382,3.5273580194250855,1.376857713844554,1.9729874372741585,1.3243085077722185,3.2425678514761014,1.902276993649908,1.6987560429823971,0.98822201765856,1.1446161123207983,0.8511746078063074,4.054570689910791,0.9569630831738836,2.017852088239823,1.019017358890706,0.9768800541656553,2.6044574452618363,1.9479513309615843,0.547526664707367,3.298392256961832,0.7812678783424426,2.9509170223585013,2.3294225788440444,0.7826146460840195,0.6012014427282022,2.188827798819655,2.0515486767283235,1.7271683080515505,1.644711973135955,1.3369919639348846,1.3778054557632968,2.0472609868560494,1.2365867397870982,0.7980852515023471,2.9469972868229077,0.42614061578075474,2.797269533207423,2.5439793286013277,0.610778944442887,2.539585813700397,3.2238121776143434,3.0454497110767935,2.5375265733641386,0.9956588281993056,1.7066344241469673,1.4470156503180247,2.498022638783444,0.8758466900243266,1.0385405445191798,0.8610061502885695
Granulocytes_166Er_NFkB_IFNa,0.35213729267413785,1.0443246766329912,0.5274217339646841,0.8794291971684552,1.6913701278332343,1.2106697737662293,1.005790439696484,0.5968100021299657,0.8153802723019021,0.2963954610498027,0.0,2.063016407009206,0.47281502035527645,1.0886326434448046,2.847433372348676,0.1356528822525298,1.9434964168655726,0.08169451610599433,0.4016063869824764,2.991693300946261,0.0,4.181400664139589,0.3522340096530591,0.2886953666928365,0.42924568991664785,0.0006107572739691979,2.881837971060975,0.6305369192661597,1.3891199232977567,0.056702479464124204,0.2172863569059813,1.6110914637726061,0.5131985571788835,0.4592383681700022,1.1497050992864446,0.3961402017276627,1.2075994572018294,0.4871761737653941,0.08241567580843319,1.9130629149127436,0.10069863565897416,3.349916167078486,1.141325561750245,0.6183956582738398,1.4371375240776034,0.9890046871851667,1.459955113598769,0.0,0.3234499453839984,0.37807143284924893
Granulocytes_166Er_NFkB_IL246,0.0,2.595375488252831,0.692563404982145,2.564586633920295,1.96020147842563,1.1150069287315736,1.5377985674045553,1.059816710478513,1.4621573340542902,0.655595571157504,0.0,3.538387554759586,0.3499693610236549,1.8896982868255716,5.338627642961071,0.06186036769624605,2.297804989606736,1.0553235905973342,1.0458694335203136,3.5504765905891844,0.0,3.219163278675214,1.4053260007867714,1.370274774886969,0.39999182233420666,0.5787088044928808,2.09194297225842,1.2163297228445173,2.444944254505272,0.23137088370257164,0.36553213765212755,1.973263513033819,0.688351389856438,1.3346905859143308,1.8376867428697148,0.0,2.100190703276532,1.2406591609391857,0.6048211723535938,2.935703636120663,0.72537732512159,4.071842103315831,1.5388515714203452,1.2359854252921778,1.6919195805328286,0.3735682454295423,2.6173577770410223,0.2583193062573789,1.0097335624138561,0.5888225545486486
Granulocytes_166Er_NFkB_LPS,2.1820466030703023,5.406610281593856,2.436533033923709,6.034137724870126,8.150076127009736,5.146026675284252,4.031259147356559,3.1320700540793993,3.7622440478692707,5.224561861065575,1.8558154626001495,7.023395965163638,2.5056237360203637,5.045656949892194,13.525161965943353,2.10250525359024,4.867645502393894,3.1993837893102643,3.606018616095982,13.094802753601277,2.3869737904763575,7.011882691562916,3.2774574674331283,3.6842310733379846,3.983599493871364,3.523839976718535,4.852195227475431,3.377710421713483,5.145115701535052,4.854097154311222,3.122541752913908,4.994175118832318,2.8688628663710496,3.6870477504497323,7.389288764840348,2.107082333687696,5.0084884800389045,3.361849158607369,2.7845908040209326,9.346847997198235,5.160323211913982,7.095580442069685,4.295283457151222,4.122662298467281,6.7774770404139915,3.4084291724595963,5.340207347919546,1.6841721670922425,3.2213880574731317,4.346912811654976
Granulocytes_166Er_NFkB_unstim,0.2934068464457947,1.789139474122819,3.100600295089495,1.8023163804604199,2.252265378991275,0.46574906660825355,2.1067039860592827,3.1785413095079806,0.5440088217071136,1.5119669534165388,0.0,3.3244297046503464,2.4065073381678093,0.9491654011717593,9.066803322094204,0.0,1.8624701091819562,3.3305574295792466,1.596647019831853,3.869388855360329,0.6148625929646051,2.387306854967151,2.4852629067729017,1.6815041349050879,0.7158135129261424,0.31017864356847585,2.7765069282081294,2.4983125473701993,1.3275184822294543,1.6039687435310725,0.5831547807805386,2.9039962870870624,2.495921532788198,1.030828380531291,1.518381664282943,0.17259111833646798,2.077225387808484,3.324122524778501,0.8916953264203908,1.7007765516368172,1.5862136239985687,2.823962457184765,4.078780369488021,1.200741692870347,0.04732413121751291,0.21099358221777803,3.1756930747254146,1.5244922981394309,0.9510184989410606,1.4438800881614997
Granulocytes_167Er_ERK_GMCSF,-0.0,-2.6042532459555696,0.0,0.4109666041932748,-5.529936210470388,-1.3584055034900737,-0.492524863565654,-0.0,0.0,-2.149446097523273,-0.0,-2.823764924731627,0.0,0.0,-10.138555850518395,-0.0,-0.8815987014871376,-0.0,0.0,-11.962824409338431,0.0,-9.817318906807682,0.00015483260522897911,0.0,-0.06712032932346482,-0.0,-4.0522838589090595,-0.0,-0.0,-0.6196245842538424,-0.0,-0.9007831569080562,-0.0,0.0,-3.8010666764621,-0.20605287167544242,-1.4185048003940355,0.63027509901602,0.21079495592031597,-5.923601587510989,0.49637068000588164,-10.00798388340111,-0.2063361313176093,0.0,-2.431823670976301,-1.2155784060909234,-4.454717980706782,0.22377359975452926,0.4514235268184039,-0.1364711738725106
Granulocytes_167Er_ERK_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14916588612814397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_167Er_ERK_IL246,-0.014948198609672897,-1.0233844896721358,-0.003751451160564426,-0.8884491022583042,-1.007750468704243,-2.113137957041303,-0.9034423312667621,-0.0,-0.12018073234232045,-0.3067234245796212,-0.0,-1.1945321843239793,-0.0,-0.5985910184468459,-4.383892393023313,-0.11421349538638845,-0.6310608126946501,-0.0,-0.11927651035799663,-2.372322153958874,-0.25445766730818936,-2.673493865405328,-0.0,-0.15104645189453525,-0.21834749690958313,-0.46918532843684446,-1.6052894812035854,-0.0,-0.5835679354683875,-0.6437008774430325,-0.6108861633498555,-1.2336804981702536,-0.0,-0.2319075365555496,-0.8192408346532412,-0.09747975350693149,-1.0979382576040628,-0.0,-0.0,-1.795269835317267,-1.385252428367834,-1.905620737486248,-0.5501611030889336,-0.10142908128132405,-1.2952544793263174,-0.7199078603490933,-0.8467507902385757,-0.0,-0.0305830614896336,-0.2142725027264256
Granulocytes_167Er_ERK_LPS,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.948698508658343,-0.0,0.0,0.909333499932939,0.0,0.0,-0.0,0.0,0.873826482350927,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.30169805534358607,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5712152370316066,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granulocytes_167Er_ERK_unstim,-0.0,-0.0,-0.0,-0.0,-0.6331080149332451,-0.25950874975770977,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0652594324128093,-0.9193469810692956,-0.0,-0.0,-0.0,-0.0,-2.150266594114655,-0.0,-0.07716665208130062,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04733761767488921,-0.0,-0.0,-0.0,-0.0,-0.0,-0.6790936206499198,-0.0,-0.04174172976911526,-0.0,-0.0,-0.6262633290993862,-0.0,-0.06851998794040241,-0.0,-0.0,-0.145028873090129,-0.0,-0.0,-0.0,-0.0,-0.0
Granulocytes_168Er_STAT6_GMCSF,-0.0,-2.7490102864531494,-0.0,-0.0,-1.1476258540485098,-0.8662271446058459,-3.480801652979441,0.0,0.0,0.0,-0.0,-5.615099790806887,0.0,-0.0,-6.590271063392779,-0.0,-2.752865616946289,-0.0,0.0,-2.9300567528179076,-0.8503855207256291,-6.178254876878304,0.0,0.0,0.0,-0.5590778639741879,-2.376351514687231,-0.0,-0.049184618037129015,0.0,-0.09396559266327413,-5.25653502968725,0.0,0.0,-0.35394571142085013,-0.0,-2.271577289761196,-0.0,0.0,-2.364079154650524,-1.0305610923628452,-5.414302965926417,-0.0,-0.0,-0.5839609092247283,-0.20486673859244645,-4.485916692723415,0.0,0.0,-0.0
Granulocytes_168Er_STAT6_IFNa,3.478285834178425,7.306427000739382,5.879476951637626,5.834802244771753,8.602049219953413,5.866754908778391,4.876131849247306,6.831947376771393,4.279127973502639,7.954649139873715,2.994572075193103,6.129903474192763,5.777928767707082,5.826107644335315,10.588607224412014,3.22937603424329,5.716803487321917,6.527488126943351,4.595892162756654,16.418267023906104,3.296604990256613,8.06047042587051,6.062958890118775,4.698635868663265,5.198312952133286,4.216293810566442,5.6235803927032055,7.527420926871931,5.234830785515565,7.176872463124399,3.9285107234424386,5.8824867364914475,5.694573418830054,4.763074788968549,8.595759601701314,3.5323824716815664,7.334570473850268,6.116479698698917,3.487107751938419,9.591116359338061,4.315008130579653,7.392477816856829,10.966192492836662,4.773750770123735,7.583955397781012,4.841623789471381,9.263329787785057,3.4681846713477307,3.911331518736691,5.844202326523959
Granulocytes_168Er_STAT6_IL246,3.388121838984437,-4.272862599065578,1.112665790413554,-1.5161458974002748,0.0,-0.0,-1.2901952311506648,-0.0,0.0,2.7245146516896463,3.8399311432712055,-4.489164096283375,0.04080169924287554,-0.0,-4.2148213505453835,4.302039128261737,-2.1311563444621395,-0.0,0.7836835921235705,-1.1158106856737375,3.5843998540298982,-1.8633933622945873,-0.0,0.0059643374410773276,0.7682488887141952,0.692953293815582,-0.33105216412827576,1.1770835867729859,-0.0,0.2178135155458628,3.245533240300716,-0.0,-0.0,0.454908042668522,-1.836839557593128,3.735248530118051,-1.7980285343839069,-0.0,0.8277757891314153,-1.2090461214447714,-0.0,0.0,-0.0,0.09837922523646712,-0.0,0.7007224858036507,-2.1055586539910567,1.112191292142256,0.1556976015152853,0.9904221064636972
Granulocytes_168Er_STAT6_unstim,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
intMCs_149Sm_CREB_GMCSF,1.4172152250822014,4.481494026536518,0.39270796064300956,4.021391762582389,3.8640884716930564,3.826522566365274,2.2667626188350996,2.1035164459493467,2.427304899325612,1.0467669132091681,0.9454607066704639,4.037533382529408,1.8685195499330405,3.505697246939289,6.621909930196775,1.102209482516576,4.145975494235608,1.48521035063397,1.2501514808123082,12.817557328386851,0.28135531315654483,8.50574072933721,2.0492140078184824,2.3394581530043896,0.25034647937187715,2.190395741724423,2.9282453158908943,1.3724046287232674,3.6369572658956293,1.7926322823465863,2.5403919760711418,1.1667805397721354,1.3270434483174336,1.6661631367355876,5.958474197985635,1.601797953488752,2.5403625820011038,1.9302981917110544,1.2466758399781626,5.87625604865667,2.8580269904040083,4.069087492855198,4.407863893110426,1.4951799715352376,3.85323674959653,2.789225400554871,2.0240790156766413,1.1360726257312854,1.9295646617319315,0.8769480482001363
intMCs_149Sm_CREB_IFNa,0.6736440564938823,0.0,0.14602696269282606,3.4559310165026798,2.051875434586888,-0.0,0.0,1.4168465612826044,2.3678137023267327,2.3990233039458353,-0.0,1.0360445172998927,1.16685570121684,3.5353110198528954,0.3652327719525544,0.0,1.9982606464916415,0.0,2.634275303007438,3.402890670499042,-0.0,2.5584581967810784,0.8765882367974819,2.5645789940552164,1.629815866767556,0.0,1.4784829348564001,0.15931748717180283,2.6799552510195133,2.509231216669373,0.0,-0.0,1.7475300765293025,2.989310299153262,1.9069115498435592,0.4915398474233169,0.0,0.6139470658827113,2.1280123244296743,0.9288146691828013,-0.0,1.2656198245015498,0.0,2.9295033262646073,2.5602434896272483,1.4815000084050223,0.717718386548274,0.0,2.0113526538926974,0.9487305217717764
intMCs_149Sm_CREB_IL246,1.5227671907276334,5.375445870415315,0.9836431295119407,6.512047662155328,7.459607255384987,0.5118174864749856,2.775197307061278,4.4191478868416185,4.795952093957493,2.918481001970025,0.0,7.455151069616518,2.580568294094726,5.007884717342145,19.303903052015993,0.0,6.636464034655485,2.2670370339267003,3.445379215189377,16.912391447890712,-0.0,10.755918001275434,3.047222191489648,4.066991175334531,2.4769588859371945,1.7862818598794765,3.8838475242772326,2.316603360779797,6.589263362119474,2.9819857380589836,0.9769305935785795,1.9824028792928217,3.45896230302277,3.7605201196403417,8.036300559603093,1.52761374300682,2.3711094826043135,2.6526326291974995,2.66341140831484,10.33777014316212,0.3454328434643368,8.497331415936594,4.354093255120008,4.378701754643457,6.073532413762182,3.223237840922752,5.326226401328175,0.49715084532462245,3.5094568929941112,3.0042047006752357
intMCs_149Sm_CREB_LPS,0.0,-1.2351229308146283,0.0,1.1099657647977312,-3.7482181721263226,-1.7944957388645497,-0.12394423782802201,1.1054396350336022,0.40757569240094677,-2.6255196220483743,-0.06292242860986318,1.0191538768103632,0.17074674112267613,1.8615779843379436,-15.568691136111592,-0.0,0.0,0.0,1.5715198978707354,-16.09286189766847,-0.0,-0.5576544388781459,1.0436562865573757,1.2927425530901986,-0.9050550358697601,0.0742420763279787,-3.0496492737639773,0.0,1.1776203584831137,-1.8711700557571995,-0.0,-1.0476575261558019,0.9593749017375568,0.0,-3.708337961156277,0.0,-2.033771573484238,0.4355497721661317,1.1530388152100441,-7.5125295198374324,-0.2070188096057281,-0.0,-0.0,0.8205589860161098,-3.8034395706102444,-0.0,-0.5281580875510736,0.0802504851699389,1.022714268367131,-2.380015913328186
intMCs_149Sm_CREB_unstim,-1.1100094295723981,-0.46771890741536243,-0.0,-2.0190347341333066,-1.1402030586952308,-2.7418725366021297,-0.8736056707883253,-0.0,-0.8152996267354322,-0.0,-0.0,-4.153558115340517,0.0,-1.718984213337442,-0.11811157738054318,-0.8275161678420468,-2.0267860470672505,0.0,-0.4760862525565722,-1.7248213309350195,-0.0,-9.204897676595996,-0.0,-1.2947868753735472,0.0,-1.319565301488052,-1.3638510887064281,-0.0,-2.1339687712689197,-0.0,-2.6117745138701447,-0.0,-0.0,-0.9169203826814974,-0.0,-1.3086625065694197,0.3322549712776497,-0.04437847054050221,-0.0,-1.5902947072458262,-0.202482791541448,-7.0576614819028665,0.0,-1.6114002937825527,-0.0,-1.6100588875914377,-0.0,-0.0,-0.6095264765164305,0.0
intMCs_150Nd_STAT5_GMCSF,-6.173093631528122,-10.964263683442477,-5.130665455788013,-8.776539781695512,-10.277535615404123,-6.2314875983087115,-7.556044194604165,-8.17112282810507,-7.301618582308489,-8.934491820739904,-3.9861944325781327,-13.626541455513317,-4.233389228288546,-9.996221425180886,-5.641243751136357,-4.263147633145793,-9.321285275055605,-6.337381895854748,-7.501526722911424,-11.115435952777437,-4.648167002490911,-12.588412222602733,-6.4208393333136895,-7.68823885283937,-6.833810271287924,-6.16108059316967,-9.577435172382469,-5.517047877677566,-9.679883364097977,-9.716814584132461,-6.013680089750626,-8.61046455174598,-6.162391490630128,-7.921980001469472,-9.568626202539038,-4.752678292364668,-7.320841184019632,-7.24691520648289,-5.790076959160071,-8.975285229843296,-6.180699325493538,-13.287234093720754,-9.595899796033965,-9.323335455482361,-8.452327428861057,-6.8764504079864555,-13.747953665185713,-2.4846125438822653,-6.490512489959068,-7.638900450861051
intMCs_150Nd_STAT5_IFNa,-7.745228274964963,-15.751900124222887,-7.6354960646298515,-10.297851958170032,-14.589521718171879,-15.354653748855162,-10.440755196539435,-10.362611020677672,-7.159848398470525,-13.926956470979365,-6.10720410758241,-18.057418370514593,-6.672406566553124,-8.914840026135524,-26.790285588587185,-6.0682451660546155,-13.716721236219763,-10.285238141729677,-6.044870438910426,-24.00677121502358,-7.696192931244167,-15.039091942083711,-9.96020448725852,-6.671099300034229,-10.136435811560876,-10.824560912062532,-14.964958317312215,-8.702550418304456,-8.201353876574174,-14.063755831170154,-9.03443016597048,-12.052455569971924,-8.472028729984231,-7.800360223796941,-15.74416136990026,-6.175132388714507,-15.182366863933277,-9.427813296072008,-5.293272776578781,-18.150140754087914,-14.791728077327303,-16.460522471527575,-13.98687729050062,-7.183397439698633,-17.295364342739187,-11.908554881133405,-15.054752164080101,-3.9756215326648463,-5.842140957550981,-11.471594151041149
intMCs_150Nd_STAT5_IL246,-2.479874073314163,-0.0,-2.643907151612347,-4.814296118711869,-6.024123047404419,-1.04448124137252,-1.0486616625941636,-2.2866959542519214,-4.793458411554354,-5.8856045715345795,-1.5861374093607798,-0.0,-1.6373511987867535,-6.007699700939879,-3.33173393556,-1.8399460913048291,-1.2849558848418035,-2.77775865671861,-4.296418761996812,3.76786389074749,-3.1048405226402185,1.9746455380851802,-1.530981466167171,-4.786849071819035,-5.425348806353746,-0.9087498106002309,-0.0,-2.742382810731734,-6.5218141176580025,-6.6152842563712495,-2.2969002487045533,-0.0,-1.7690096580542487,-4.424001385906439,-8.113515150885497,-1.3288817573324014,-1.3795319551835235,-1.952128264786643,-4.234197304050318,-3.281504188826083,-3.4730790318568694,2.8961607804070972,-3.5576700966038257,-5.272155748374621,-8.276822463227504,-3.3637068349645953,0.0,-0.8495325612775172,-4.454440294637615,-5.255125465874298
intMCs_150Nd_STAT5_unstim,-1.3418758865400708,-1.1770289992505898,-0.4574396029944271,-1.0711418546114224,-5.3539126413511005,-3.3405809456110687,-0.9652928389098254,-0.8635926158722521,-0.5540557373887697,-2.5543673558681825,-0.9630678067206936,-2.1077301627987963,-0.15990819077242613,-0.9973466056584878,-8.697578793536726,-1.0076836088797367,-1.4345549426398216,-0.9722613198140114,-0.21382243591739272,-7.892593817311049,-2.0584677461928953,-0.5080541064517349,-0.8293137169151027,-0.5930839663083028,-1.5749867681665275,-2.7388328658599876,-0.5119316410475911,-0.895027330635316,-1.268856684667597,-1.93465404715415,-1.2013568464894775,-0.6765961878983646,-0.6060115362795337,-0.45896857806331387,-5.420296447895365,-1.0342864901495408,-1.3339522021335768,-0.537329953675277,-0.07685866615674063,-6.519170861656396,-3.306289152049517,-1.5399118484546628,-0.4536723761465633,-0.38723607568632196,-3.0256445786814825,-2.255765591522762,-1.2932446341656134,-0.37960584905769373,-0.1813938677361409,-1.9636840498142232
intMCs_151Eu_p38_GMCSF,-0.0,3.5218691946094127,0.20401926793325148,4.368489285980772,9.974561437278485,0.0,2.998877744524555,0.17270331117021875,3.05955512844662,3.944574669025973,0.0,4.75794459015679,0.7730462930680694,2.7510838742897614,18.620049628439293,-0.0,2.8160840704236505,0.544672537898573,2.7105468179247114,21.291074996979816,0.0,1.4722474093965467,1.4660833841804897,3.1839152935995507,1.906300012055095,0.0,1.533581078669468,1.7954662772623697,3.4150006911728523,3.4427554327157295,-0.0,4.4341583254263774,0.1805232696921471,3.2233662325388965,7.176184113483717,-0.0,3.93435387661374,0.5796562039488473,2.1572126619035967,10.77048088876855,0.3092421499957752,0.5190431120297762,0.8303577572406617,2.668767172179098,8.372253860299814,-0.0,5.568002004681715,0.28832993539186996,2.373810836192003,2.9112881750632504
intMCs_151Eu_p38_IFNa,-0.0,1.9983262872416583,-0.0,0.4329299797829238,3.944981532513682,0.0,0.0,-0.0,0.0700656057828833,2.1227777260329335,0.0,-0.7268110914028201,0.0,0.6801984264370862,7.671197938618927,-0.0,0.0,0.0,0.8944767266916049,10.860833205673565,0.0,-1.151321113886752,0.0,1.0813226546025685,0.5824088349662581,0.0,0.0,-0.0,-0.0,1.7767902863319858,-0.025592332956254092,0.0,0.0,0.7085846895682703,3.8381709894018003,0.0,1.135964094902674,-0.3542066253263794,0.911343913129438,5.021043883695133,0.0,-0.7428982603265769,-0.03825315703241045,0.6786197746749629,0.6156780244027166,0.0,1.130260925540317,0.0,0.46296255310003265,0.6324683561077662
intMCs_151Eu_p38_IL246,-0.0,2.483802563477667,0.0,3.8482934385151664,5.991117351621543,-0.0,0.836799421779768,0.46260230952200826,2.4870621211981314,3.4155790613286343,-0.0,1.6138736092149044,0.4174403921401807,2.8624727290711176,13.779356298926004,-0.0,1.3861082061166565,0.4779529211897101,2.3499805704891243,14.375925818732481,0.0,0.0,0.6273726455063189,2.799281962409582,1.9059695179037084,0.0,0.25056743231641304,0.6794647576857381,2.789239471728306,3.2223445901946906,-0.0,0.2765586910413476,0.5831838392362229,2.69372182306886,5.74255210061229,0.0,2.029997838632781,0.0,1.8830312455557656,7.412637523718149,-0.0,0.5414612187358376,0.9473554904361549,2.5138086126862205,4.753842862746094,0.0,2.41875409869663,0.0,2.1700700669783326,2.5215942682840518
