,ROC AUC,Average Precision,N features,CVS
STABL,"0.430 [0.175, 0.705]","0.484 [0.286, 0.805]","6.000 [4.000, 7.000]","0.375 [0.286, 0.500]"
SS 03,"0.640 [0.381, 0.869] (p=0.035)","0.709 [0.428, 0.923] (p=0.035)","10.000 [9.000, 11.000] (p=2.859e-04)","0.538 [0.462, 0.615] (p=2.947e-19)"
SS 05,"0.730 [0.483, 0.927] (p=0.011)","0.778 [0.517, 0.945] (p=0.026)","5.000 [5.000, 6.000] (p=2.502e-01)","0.667 [0.500, 0.800] (p=7.241e-34)"
SS 08,"0.270 [0.115, 0.445] (p=0.152)","0.476 [0.250, 0.685] (p=0.468)","0.000 [0.000, 0.250] (p=2.757e-08)","0.000 [0.000, 0.000] (p=2.060e-69)"
Lasso,"0.500 [0.192, 0.800] (p=0.303)","0.697 [0.425, 0.893] (p=0.074)","7.000 [4.000, 12.000] (p=2.756e-01)","0.357 [0.250, 0.500] (p=2.614e-01)"
Lasso 1SE,"0.540 [0.264, 0.830] (p=0.212)","0.709 [0.435, 0.907] (p=0.073)","6.500 [2.750, 12.000] (p=9.135e-01)","0.255 [0.085, 0.398] (p=5.456e-12)"
ElasticNet,"0.590 [0.293, 0.869] (p=0.128)","0.749 [0.505, 0.925] (p=0.051)","12.000 [10.000, 15.250] (p=1.140e-03)","0.417 [0.333, 0.533] (p=3.484e-02)"
