,Fold selected features,Fold nb of features
Fold 0,"['ADGRG1', 'ANGPTL2', 'BAIAP2', 'CCL15', 'CCL20', 'CES2', 'CPA2', 'CRTAC1', 'FBP1', 'FOSB', 'LGALS1', 'MDGA1', 'MSLN', 'MUC13', 'MZB1', 'PON3', 'S100A16', 'SCP2', 'SPINT1', 'SRP14', 'TDGF1', 'XPNPEP2']",22
Fold 1,"['CCL20', 'FOSB', 'JUN', 'LYPD1', 'MDGA1', 'MZB1', 'PON3', 'S100A16', 'TNFRSF8']",9
Fold 2,"['CRTAC1', 'HLA-DRA', 'LILRB1', 'MDGA1', 'MZB1', 'PON3', 'SIGLEC9', 'TMPRSS5', 'TNFRSF8']",9
Fold 3,"['AMY2A', 'AMY2B', 'AOC1', 'CAPG', 'CCL15', 'CCL19', 'CCL20', 'CPA2', 'CRTAC1', 'CTSH', 'CXCL8', 'DKKL1', 'DSG4', 'FBP1', 'FOSB', 'GNLY', 'IGF2R', 'IL2RA', 'MDGA1', 'MSLN', 'MUC13', 'MZB1', 'S100A16', 'SMOC2', 'SRP14', 'THBS2', 'TNC', 'XPNPEP2']",28
Fold 4,"['CCL20', 'CRTAC1', 'TFPI2']",3
Fold 5,"['CCL20', 'CTSF', 'MDGA1', 'MZB1']",4
Fold 6,"['AMY2A', 'AMY2B', 'CCL20', 'CHIT1', 'CPA2', 'CRTAC1', 'CXCL13', 'FBP1', 'HLA-DRA', 'IGF2R', 'KLK12', 'LY96', 'LYPD1', 'MDGA1', 'MSR1', 'MUC13', 'MZB1', 'NDRG1', 'PDGFC', 'PON3', 'PRSS8', 'S100A16', 'SRP14', 'SSC5D', 'TMPRSS5', 'TNFRSF8']",26
Fold 7,"['CCL20', 'CRTAC1']",2
Fold 8,"['CPA2', 'CRTAC1', 'CTSH', 'CXCL8', 'FOSB', 'LGALS1', 'MDGA1', 'SDC1', 'TDGF1', 'TNFRSF8']",10
Fold 9,"['ADGRG1', 'CCL20', 'CD276', 'CXCL8', 'DPT', 'FOSB', 'LILRB1', 'PON3', 'S100A16', 'TFPI2']",10
Fold 10,"['CCL20', 'CRTAC1', 'GNLY', 'MDGA1']",4
Fold 11,"['MZB1', 'XPNPEP2']",2
Fold 12,"['ADGRG1', 'BAIAP2', 'CEACAM5', 'CES2', 'CHIT1', 'CRTAC1', 'CXCL8', 'DSG4', 'EPCAM', 'FBP1', 'FGF21', 'FOSB', 'GPA33', 'HPGDS', 'KIR2DL3', 'KLK12', 'LY9', 'MDGA1', 'MSLN', 'MZB1', 'PON3', 'RANGAP1', 'REN', 'S100A16', 'SDC1', 'SPINT1', 'SRP14', 'TFPI2', 'TNC', 'TNFRSF8']",30
Fold 13,[],0
Fold 14,[],0
Fold 15,"['CRTAC1', 'PON3']",2
Fold 16,"['AOC1', 'CCL20', 'CES2', 'CXCL8', 'MDGA1', 'MSLN', 'MZB1', 'S100A16']",8
Fold 17,"['BAIAP2', 'CCL20', 'CHIT1', 'CPA2', 'CTSH', 'DSG4', 'LYPD1', 'MDGA1', 'MZB1', 'PON3', 'SDC1', 'SMOC2', 'SPINK6', 'XPNPEP2']",14
Fold 18,"['CEACAM5', 'CPA2', 'CRTAC1', 'CTSH', 'FBP1', 'FOSB', 'MDGA1', 'MZB1', 'PM20D1', 'S100A16', 'TDGF1', 'TMPRSS5', 'XPNPEP2']",13
Fold 19,"['BAIAP2', 'CCL20', 'JUN', 'MDGA1', 'MZB1', 'NDRG1', 'S100A16', 'XPNPEP2']",8
