,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.480 [0.273, 0.690]","0.527 [0.292, 0.746]","0.000 [0.000, 1.250]","0.000 [0.000, 0.000]",8.888e-01
SS 03,"0.270 [0.071, 0.520] (p=0.029)","0.398 [0.240, 0.670] (p=0.02)","4.000 [4.000, 4.000] (p=7.188e-71)","1.000 [1.000, 1.000] (p=0.000e+00)",8.897e-02
SS 05,"0.270 [0.071, 0.520] (p=0.043)","0.398 [0.225, 0.660] (p=0.015)","4.000 [4.000, 4.000] (p=7.188e-71)","1.000 [1.000, 1.000] (p=0.000e+00)",8.897e-02
SS 08,"0.270 [0.052, 0.515] (p=0.046)","0.398 [0.240, 0.681] (p=0.019)","4.000 [3.750, 4.000] (p=1.471e-63)","1.000 [0.750, 1.000] (p=0.000e+00)",8.897e-02
Lasso,"0.450 [0.333, 0.500] (p=0.486)","0.476 [0.269, 0.700] (p=0.294)","0.000 [0.000, 0.000] (p=6.610e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",3.681e-01
Lasso 1SE,"0.450 [0.333, 0.500] (p=0.518)","0.476 [0.250, 0.685] (p=0.285)","0.000 [0.000, 0.000] (p=6.610e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",3.681e-01
ElasticNet,"0.560 [0.292, 0.828] (p=0.285)","0.650 [0.398, 0.900] (p=0.193)","0.000 [0.000, 0.000] (p=6.610e-12)","0.000 [0.000, 0.000] (p=0.000e+00)",6.776e-01
