,ROC AUC,Average Precision,N features,CVS
STABL,"0.000 [0.000, 0.000]","0.352 [0.198, 0.591]","3.000 [1.000, 3.000]","0.667 [0.000, 1.000]"
SS 03,"0.000 [0.000, 0.000] (p=1.0)","0.331 [0.198, 0.563] (p=0.138)","3.000 [3.000, 3.000] (p=1.565e-26)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.000 [0.000, 0.000] (p=1.0)","0.331 [0.198, 0.544] (p=0.133)","3.000 [3.000, 3.000] (p=1.565e-26)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.000 [0.000, 0.000] (p=1.0)","0.331 [0.192, 0.550] (p=0.126)","3.000 [3.000, 3.000] (p=1.565e-26)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.500 [0.500, 0.500] (p=0.0)","0.500 [0.300, 0.700] (p=0.011)","0.000 [0.000, 0.000] (p=1.319e-61)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.500 [0.500, 0.500] (p=0.0)","0.500 [0.300, 0.700] (p=0.006)","0.000 [0.000, 0.000] (p=1.319e-61)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.610 [0.323, 0.875] (p=0.0)","0.730 [0.479, 0.919] (p=0.0)","0.000 [0.000, 0.000] (p=1.319e-61)","0.000 [0.000, 0.000] (p=0.000e+00)"
