,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.000 [0.000, 0.000]","0.352 [0.202, 0.567]","3.000 [1.000, 3.000]","0.667 [0.000, 1.000]",1.786e-04
SS 03,"0.000 [0.000, 0.000] (p=1.0)","0.331 [0.199, 0.537] (p=0.126)","3.000 [3.000, 3.000] (p=1.543e-26)","1.000 [1.000, 1.000] (p=0.000e+00)",1.827e-04
SS 05,"0.000 [0.000, 0.000] (p=1.0)","0.331 [0.200, 0.550] (p=0.111)","3.000 [3.000, 3.000] (p=1.543e-26)","1.000 [1.000, 1.000] (p=0.000e+00)",1.827e-04
SS 08,"0.000 [0.000, 0.000] (p=1.0)","0.331 [0.201, 0.585] (p=0.115)","3.000 [3.000, 3.000] (p=1.543e-26)","1.000 [1.000, 1.000] (p=0.000e+00)",1.827e-04
Lasso,"0.500 [0.500, 0.500] (p=0.0)","0.500 [0.300, 0.700] (p=0.006)","0.000 [0.000, 0.000] (p=1.288e-61)","0.000 [0.000, 0.000] (p=0.000e+00)",1.000e+00
Lasso 1SE,"0.500 [0.500, 0.500] (p=0.0)","0.500 [0.299, 0.700] (p=0.009)","0.000 [0.000, 0.000] (p=1.288e-61)","0.000 [0.000, 0.000] (p=0.000e+00)",1.000e+00
ElasticNet,"0.530 [0.242, 0.802] (p=0.0)","0.569 [0.332, 0.900] (p=0.008)","0.000 [0.000, 0.000] (p=1.288e-61)","0.000 [0.000, 0.000] (p=0.000e+00)",8.501e-01
