,NFkB,ERK,STAT6,MAPKAPK2,CREB,STAT5,p38,STAT1,STAT3,S6,IkB,Frequency
1326,-0.39360059299999994,0.40204027400000003,0.22538611399999997,-0.04634891500000002,0.20010430900000004,-0.25367607000000003,0.134424694,0.0,1.062299975,0.30065537800000003,0.5443296660000001,0.014098483999999998
1330,-0.15616829600000015,-0.11055316100000001,-0.19119138599999996,0.125209623,-0.090430386,-0.07566097000000005,-0.049877094999999996,0.0,0.405870348,0.04188135899999998,0.16800842700000007,0.021243528999999997
1331,0.13559838699999993,-0.06819404899999998,-0.06372174399999997,0.081612873,0.341560657,-0.133020888,0.0,0.0,1.158699059,0.035539246999999996,0.38556541200000005,-0.013805854
1337,0.25595843799999995,0.08490483999999998,0.002628484000000042,0.041320914,-0.021725729,0.06036441800000003,-0.01725277,0.032156895000000005,-0.603541533,0.08982978,-0.0509791,-0.029138973
1357,0.21653820600000007,0.04435756099999999,0.0022818510000000014,0.079392409,0.30557895300000004,0.07834362100000003,0.050795643,0.0,0.246242125,0.168531488,0.187712049,0.046320349
1377,-0.016377572000000118,0.021722458,-0.07528258600000004,-0.24163573,0.40512373700000004,-0.6655045430000001,-0.166926776,0.0,0.5195470849999999,0.134163269,0.00750521799999998,0.012290909000000003
1381,0.013361996999999959,0.0022399459999999927,0.18504015799999995,-0.05005654700000001,0.35585692700000005,0.0032712819999999865,0.000482575,0.0,-0.01580089499999998,0.021882582999999997,0.295605443,0.013640418000000001
1400,-0.009188377999999942,0.03760194,0.02667443199999997,-0.00973678,-0.11580981400000001,0.025836495000000015,0.0,0.0,0.0,0.06122062199999999,-0.041189332999999995,-0.017668324000000013
1414,-0.05802745899999984,-0.14617101499999996,0.148906419,-0.624606327,-0.34683169100000005,0.17426287499999998,-0.701616385,0.0,0.35271448299999997,0.02021806300000001,-0.88603677,-0.321276341
1418,0.07424374199999995,0.144718008,0.16188259800000004,0.17288897000000003,0.021619045999999975,0.19822647100000002,0.046076596,0.0,0.072801958,0.05448204400000001,-0.246316659,0.007391869000000002
1427,-0.34177602799999995,-0.02979547499999996,0.157320939,0.022758117999999994,-0.32676927,0.014542907999999966,0.042491057,0.0,0.44663178200000003,-0.271636244,0.00900757799999996,0.02633218
1428,0.49492963700000003,0.198209699,0.29994595700000004,-0.072795584,0.233275151,0.753912528,0.124967212,0.0,0.13706870200000001,0.335707722,-0.028976849000000027,-0.0007967479999999999
1431,-0.06433949600000011,0.023295122,0.01903118299999995,0.08752578000000003,-0.05941026799999993,0.06496247799999999,-0.010906008999999994,0.0,-0.07223528600000001,-0.130090864,0.06856942800000004,0.011253496000000002
1464,0.03895492899999997,-0.14258116199999998,0.24624772400000006,0.095899397,-0.007267906999999962,0.7337980679999999,-0.016554203000000003,0.0,-0.19890445500000004,0.09690886800000001,-0.16203757900000004,-0.0012036449999999997
1469,0.06243929599999998,0.363650537,0.24280133800000003,0.47680656800000004,0.609105583,0.15009583599999998,1.146905162,0.0,-0.565384177,0.07546008099999996,0.09851381700000006,0.007030134
1472,0.26669685199999993,0.064674603,0.25429274299999993,-0.028828810999999996,0.14114424200000003,-0.025698958999999993,0.014346348,0.0,0.0,0.252909276,0.167125783,0.08475513399999998
1473,0.14826875299999998,-0.076340982,0.018574981999999962,-0.05929541299999999,0.051001145000000025,0.41764623,0.053704136,0.0,0.312223687,0.4714097800000001,0.567551817,-0.016811592
1475,-0.09321816999999999,0.104558123,-0.076460843,0.0065966500000000095,-0.139645609,-0.05329978400000002,0.0,0.0,0.018175723,0.177151185,-0.11092221799999996,0.031547649
1480,0.17511029599999994,0.06444480699999999,0.10569029299999994,-0.0030872000000000052,-0.06689204700000001,0.04536205800000004,0.0,0.0,0.040601972999999986,0.039136903000000056,-0.07778299299999997,0.05987984700000001
1488,-0.09747596400000003,-0.015023023000000024,-0.011464730000000034,-0.0034651039999999966,-0.18399055800000003,-0.07072568500000004,0.0,0.0,0.24279424300000002,0.14994550400000006,0.124060383,-0.03198829099999999
