,ROC AUC,Average Precision,N features,CVS
STABL,"0.525 [0.265, 0.750]","0.605 [0.351, 0.840]","1.000 [0.000, 2.000]","0.000 [0.000, 0.333]"
SS 03,"0.670 [0.400, 0.929] (p=0.169)","0.677 [0.433, 0.959] (p=0.408)","5.000 [5.000, 5.000] (p=4.333e-74)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.650 [0.390, 0.920] (p=0.203)","0.659 [0.407, 0.947] (p=0.43)","5.000 [4.000, 5.000] (p=4.534e-69)","1.000 [0.800, 1.000] (p=0.000e+00)"
SS 08,"0.690 [0.418, 0.929] (p=0.039)","0.780 [0.533, 0.947] (p=0.019)","1.000 [1.000, 1.000] (p=6.741e-01)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.570 [0.302, 0.844] (p=0.31)","0.643 [0.372, 0.899] (p=0.33)","2.000 [1.000, 3.250] (p=7.497e-18)","0.500 [0.333, 0.667] (p=0.000e+00)"
Lasso 1SE,"0.590 [0.330, 0.868] (p=0.243)","0.650 [0.360, 0.917] (p=0.335)","2.000 [1.000, 3.250] (p=1.790e-16)","0.500 [0.286, 0.667] (p=0.000e+00)"
ElasticNet,"0.540 [0.260, 0.828] (p=0.448)","0.649 [0.378, 0.900] (p=0.333)","2.000 [1.000, 4.250] (p=1.164e-16)","0.400 [0.250, 1.000] (p=0.000e+00)"
