,ROC AUC,Average Precision,N features,CVS
STABL,"0.435 [0.219, 0.650]","0.532 [0.301, 0.738]","0.000 [0.000, 2.250]","0.000 [0.000, 0.000]"
SS 03,"0.390 [0.150, 0.667] (p=0.372)","0.484 [0.280, 0.790] (p=0.333)","5.000 [5.000, 5.000] (p=5.084e-70)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.390 [0.130, 0.659] (p=0.354)","0.484 [0.277, 0.806] (p=0.345)","5.000 [5.000, 5.000] (p=4.431e-67)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.510 [0.260, 0.780] (p=0.278)","0.652 [0.376, 0.875] (p=0.15)","2.000 [2.000, 3.000] (p=2.718e-19)","0.667 [0.667, 1.000] (p=0.000e+00)"
Lasso,"0.310 [0.095, 0.582] (p=0.134)","0.472 [0.248, 0.737] (p=0.055)","1.000 [0.000, 2.000] (p=2.055e-02)","0.000 [0.000, 0.333] (p=0.000e+00)"
Lasso 1SE,"0.310 [0.110, 0.545] (p=0.134)","0.472 [0.254, 0.721] (p=0.054)","1.000 [0.000, 2.000] (p=2.343e-02)","0.000 [0.000, 0.333] (p=0.000e+00)"
ElasticNet,"0.250 [0.040, 0.500] (p=0.063)","0.459 [0.238, 0.712] (p=0.023)","2.000 [0.000, 3.000] (p=9.519e-06)","0.000 [0.000, 0.500] (p=0.000e+00)"
