,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]",1.000e+00
SS 03,"0.080 [0.000, 0.210] (p=0.005)","0.344 [0.203, 0.578] (p=0.007)","2.000 [2.000, 2.000] (p=9.183e-89)","1.000 [1.000, 1.000] (p=0.000e+00)",1.706e-03
SS 05,"0.080 [0.000, 0.232] (p=0.001)","0.344 [0.205, 0.589] (p=0.005)","2.000 [2.000, 2.000] (p=9.183e-89)","1.000 [1.000, 1.000] (p=0.000e+00)",1.706e-03
SS 08,"0.080 [0.000, 0.229] (p=0.002)","0.344 [0.206, 0.564] (p=0.001)","2.000 [2.000, 2.000] (p=9.183e-89)","1.000 [1.000, 1.000] (p=0.000e+00)",1.706e-03
Lasso,"0.500 [0.500, 0.500] (p=1.0)","0.500 [0.300, 0.700] (p=1.0)","0.000 [0.000, 0.000] (p=1.000e+00)","0.000 [0.000, 0.000] (p=1.000e+00)",1.000e+00
Lasso 1SE,"0.500 [0.500, 0.500] (p=1.0)","0.500 [0.300, 0.700] (p=1.0)","0.000 [0.000, 0.000] (p=1.000e+00)","0.000 [0.000, 0.000] (p=1.000e+00)",1.000e+00
ElasticNet,"0.570 [0.271, 0.823] (p=0.346)","0.668 [0.413, 0.884] (p=0.087)","0.000 [0.000, 0.000] (p=1.000e+00)","0.000 [0.000, 0.000] (p=1.000e+00)",6.232e-01
